strain,isotype,lat,long,strain_geo
JU794,NIC174,43.06,0.24,Europe
JU795,NIC174,43.06,0.24,Europe
JU796,NIC174,43.06,0.24,Europe
JU797,NIC174,43.06,0.24,Europe
JU835,NIC174,48.45935,7.47011,Europe
JU836,NIC174,48.45935,7.47011,Europe
JU837,NIC174,48.45935,7.47011,Europe
JU838,NIC174,48.45935,7.47011,Europe
JU839,NIC174,48.45935,7.47011,Europe
JU840,NIC174,48.45935,7.47011,Europe
JU841,NIC174,48.45935,7.47011,Europe
JU842,NIC174,48.45935,7.47011,Europe
JU843,NIC174,48.45935,7.47011,Europe
JU844,NIC174,48.45935,7.47011,Europe
JU845,NIC174,48.45935,7.47011,Europe
JU846,NIC174,48.45935,7.47011,Europe
MY2049,NIC174,51.950817,7.598983,Europe
MY2132,NIC174,51.950783,7.536567,Europe
MY2249,MY2716,54.3491,10.11505,Europe
MY2250,MY539,54.3491,10.11505,Europe
MY2269,MY2716,54.3491,10.11505,Europe
MY2270,MY539,54.3491,10.11505,Europe
MY2271,MY2716,54.3491,10.11505,Europe
MY2281,MY539,54.3491,10.11505,Europe
MY2364,MY2716,54.3491,10.11505,Europe
MY2716,MY2716,54.3491,10.11505,Europe
MY2717,MY2716,54.3491,10.11505,Europe
MY2725,MY539,54.3491,10.11505,Europe
MY2748,MY2716,54.3491,10.11505,Europe
MY539,MY539,54.3491,10.11505,Europe
MY646,NIC174,51.9641,7.6082,Europe
MY661,NIC174,51.9641,7.6082,Europe
MY682,NIC174,51.950817,7.598983,Europe
MY683,NIC174,51.96325,7.61025,Europe
MY699,NIC174,51.950817,7.598983,Europe
MY701,NIC174,51.950817,7.598983,Europe
MY702,NIC174,51.950817,7.598983,Europe
MY709,NIC174,51.9641,7.6082,Europe
MY727,NIC174,51.950817,7.598983,Europe
MY728,NIC174,51.950817,7.598983,Europe
MY750,NIC174,51.950817,7.598983,Europe
MY751,NIC174,51.950817,7.598983,Europe
MY752,NIC174,51.950817,7.598983,Europe
MY754,NIC174,51.950817,7.598983,Europe
MY755,NIC174,51.950817,7.598983,Europe
MY756,NIC174,51.950817,7.598983,Europe
MY761,NIC174,51.950817,7.598983,Europe
MY765,NIC174,51.950817,7.598983,Europe
MY771,NIC174,51.950817,7.598983,Europe
MY800,MY2716,54.3491,10.11505,Europe
MY801,MY2716,54.3491,10.11505,Europe
MY918,NIC174,51.950817,7.598983,Europe
MY945,NIC174,51.950817,7.598983,Europe
NIC100,NIC67,4.08747,-52.67394,South America
NIC101,NIC67,4.08747,-52.67394,South America
NIC103,NIC67,4.08747,-52.67394,South America
NIC1047,NIC174,43.593561,1.45032,Europe
NIC1048,NIC174,43.593561,1.45032,Europe
NIC1050,NIC1050,20.51328,-87.24718,Central America
NIC1052,NIC1052,20.51328,-87.24718,Central America
NIC1053,NIC1050,20.51328,-87.24718,Central America
NIC1054,NIC1054,20.48991,-87.72797,Central America
NIC1055,NIC1055,20.48978,-87.72502,Central America
NIC1056,NIC1055,20.48978,-87.72502,Central America
NIC1057,NIC1057,20.48756,-87.72532,Central America
NIC1058,NIC1058,20.48756,-87.72532,Central America
NIC1059,NIC1059,20.48627,-87.72449,Central America
NIC106,NIC67,4.08747,-52.67394,South America
NIC1060,NIC1060,20.48529,-87.72361,Central America
NIC1061,NIC1062,20.49049,-87.73198,Central America
NIC1062,NIC1062,20.68576,-88.20927,Central America
NIC1063,NIC1062,20.68576,-88.20927,Central America
NIC1069,NIC1069,20.67859,-88.56941,Central America
NIC107,NIC96,4.08747,-52.67394,South America
NIC1072,NIC174,44.64244,4.79379,Europe
NIC108,NIC67,4.08747,-52.67394,South America
NIC1088,NIC174,47.02264,8.64431,Europe
NIC1089,NIC174,47.03983,8.56052,Europe
NIC109,NIC67,4.08747,-52.67394,South America
NIC1090,NIC174,47.03983,8.56052,Europe
NIC1100,NIC174,47.483954,19.084848,Europe
NIC1103,NIC1103,18.0383007,-89.6738919,Central America
NIC1104,NIC1104,3.638367,-76.198343,South America
NIC1106,NIC1106,3.45893,-76.531944,South America
NIC1117,NIC1117,-12.837789,-71.365833,South America
NIC1118,NIC1117,-12.837789,-71.365833,South America
NIC1123,NIC1123,-12.87435802,-69.49724601,South America
NIC1124,NIC1124,-12.874341,-69.497087,South America
NIC1125,NIC1138,-12.87430999,-69.49692699,South America
NIC1131,NIC1183,-12.87564397,-69.49700503,South America
NIC1134,NIC1123,-12.87399801,-69.496167,South America
NIC1135,NIC1135,-12.87313996,-69.49687704,South America
NIC1138,NIC1138,-12.872112,-69.49822702,South America
NIC1139,NIC1183,-12.87255297,-69.49927501,South America
NIC1141,NIC1141,-12.872155,-69.49781103,South America
NIC1143,NIC1183,-12.87489798,-69.49506797,South America
NIC115,NIC115,16.0207,-61.597,Caribbean
NIC1154,NIC1124,-12.87588101,-69.49603097,South America
NIC1158,NIC1124,-12.87472598,-69.49712598,South America
NIC116,NIC119,16.1779,-61.6563,Caribbean
NIC117,NIC117,16.1779,-61.6563,Caribbean
NIC1182,NIC1183,-12.88367903,-69.48662404,South America
NIC1183,NIC1183,-12.88450004,-69.48577797,South America
NIC1185,NIC1190,-12.88381599,-69.48358803,South America
NIC1186,NIC1183,-12.88307402,-69.48361804,South America
NIC1189,NIC1123,-12.88238604,-69.48475999,South America
NIC119,NIC119,16.1779,-61.6563,Caribbean
NIC1190,NIC1190,-12.88059298,-69.48706903,South America
NIC1202,NIC1202,26.22481,119.99506,Asia
NIC1203,NIC1202,26.22481,119.99506,Asia
NIC1204,NIC1204,26.22481,119.99506,Asia
NIC1205,NIC1205,26.22481,119.99506,Asia
NIC1206,NIC1202,26.22481,119.99506,Asia
NIC1217,NIC1218,25.95224,119.9771,Asia
NIC1218,NIC1218,25.95224,119.9771,Asia
NIC1219,NIC1218,25.95224,119.9771,Asia
NIC1220,NIC1220,25.95224,119.9771,Asia
NIC1221,NIC1221,25.95147,119.96883,Asia
NIC123,NIC123,16.1779,-61.6563,Caribbean
NIC1261,NIC67,4.086150974,-52.67825698,South America
NIC1266,NIC67,3.612705041,-53.21636704,South America
NIC1267,NIC1267,3.622385971,-53.21547696,South America
NIC1273,NIC1292,3.630068991,-53.205732,South America
NIC1274,NIC1267,3.621099014,-53.21336799,South America
NIC1279,NIC1407,3.641279032,-53.20139201,South America
NIC1283,NIC1283,3.640333973,-53.20234504,South America
NIC1287,NIC67,3.612705041,-53.21636704,South America
NIC1288,NIC1288,3.641279032,-53.20139201,South America
NIC151,NIC174,47.13952,7.43726,Europe
NIC1524,NIC1528,-16.755721,49.99665,Africa
NIC1525,NIC1525,-17.088793,49.827329,Africa
NIC1527,NIC1528,-16.755721,49.99665,Africa
NIC1528,NIC1528,-16.755721,49.99665,Africa
NIC1529,NIC1529,-16.755873,49.996516,Africa
NIC153,NIC174,47.194262,7.530484,Europe
NIC1530,NIC1528,-16.755873,49.996516,Africa
NIC1533,NIC1533,-16.75706,49.993077,Africa
NIC1535,NIC1535,-17.088793,49.827329,Africa
NIC1537,NIC1528,-16.755873,49.996516,Africa
NIC1539,NIC1539,25.06052,121.76957,Taiwan
NIC154,NIC174,47.194262,7.530484,Europe
NIC1540,NIC1540,25.05792,121.77076,Taiwan
NIC155,NIC174,46.99803,7.66853,Europe
NIC1552,NIC1688,25.02212,121.73275,Taiwan
NIC156,NIC174,46.99803,7.66853,Europe
NIC1562,NIC1562,25.00481,121.73369,Taiwan
NIC157,NIC174,46.9996,7.7104,Europe
NIC158,NIC174,47.24712,7.592604,Europe
NIC1589,NIC1589,24.68622,121.13734,Taiwan
NIC1590,NIC1590,24.68622,121.13734,Taiwan
NIC1591,NIC1591,24.68622,121.13734,Taiwan
NIC1593,NIC1593,24.68622,121.13734,Taiwan
NIC1595,NIC1595,24.6871,121.13633,Taiwan
NIC1598,NIC1598,24.6871,121.13633,Taiwan
NIC160,NIC174,47.226789,7.580717,Europe
NIC1602,NIC1602,24.68897,121.13965,Taiwan
NIC1607,NIC1607,22.0861,120.84222,Taiwan
NIC161,NIC174,47.226789,7.580717,Europe
NIC1610,NIC174,47.137834,7.54798,Europe
NIC1618,NIC174,47.216443,7.506652,Europe
NIC162,NIC174,47.198618,7.532045,Europe
NIC1625,NIC1630,25.02177,121.58537,Taiwan
NIC1626,NIC1630,25.02177,121.58537,Taiwan
NIC1628,NIC1628,25.02113,121.58315,Taiwan
NIC1629,BRC20390,25.02782,121.57627,Taiwan
NIC163,NIC174,47.20191,7.44974,Europe
NIC1630,NIC1630,25.02782,121.57627,Taiwan
NIC1631,NIC1631,25.02782,121.57627,Taiwan
NIC1632,NIC1632,34.88358,135.81659,Pacific
NIC1633,NIC1633,34.88358,135.81659,Pacific
NIC1634,NIC1635,34.88358,135.81659,Pacific
NIC1635,NIC1635,34.88328,135.81733,Pacific
NIC164,NIC174,46.87721,6.94526,Europe
NIC1645,NIC1645,25.06549,121.82703,Taiwan
NIC1660,NIC1660,25.03808,121.74625,Taiwan
NIC1661,NIC1661,23.66552,120.79794,Taiwan
NIC1662,NIC1662,23.66543,120.79964,Taiwan
NIC1663,NIC1663,23.66543,120.79964,Taiwan
NIC1664,NIC1664,23.66109,120.7967,Taiwan
NIC1665,NIC1665,23.66654,120.79295,Taiwan
NIC1666,NIC1666,23.6694,120.78929,Taiwan
NIC1667,NIC1667,25.10869,121.83743,Taiwan
NIC2522,NIC2527,39.476358,-0.386592,Europe
NIC2526,NIC2527,39.476358,-0.386592,Europe
NIC2527,NIC2527,39.476358,-0.386592,Europe
NIC253,NIC174,43.5508,4.59,Europe
NIC254,NIC174,43.5508,4.59,Europe
NIC28,NIC67,4.08448,-52.67837,South America
NIC29,NIC67,4.08448,-52.67837,South America
NIC292,NIC419,4.03715,-52.67086,South America
NIC30,NIC67,4.08448,-52.67837,South America
NIC301,NIC67,4.03893,-52.67352,South America
NIC302,NIC419,4.03706,-52.67086,South America
NIC303,NIC67,4.03893,-52.67352,South America
NIC309,NIC309,5.53529,-53.56336,South America
NIC317,NIC67,5.11739,-52.73256,South America
NIC32,NIC67,4.08448,-52.67837,South America
NIC323,NIC67,5.11538,-52.73217,South America
NIC325,NIC325,5.53529,-53.56336,South America
NIC327,NIC327,5.72877,-53.88992,South America
NIC329,NIC329,5.72963,-53.89118,South America
NIC330,NIC330,5.72889,-53.8901,South America
NIC331,NIC331,5.73057,-53.89241,South America
NIC332,NIC332,5.72914,-53.89023,South America
NIC333,NIC333,5.72705,-53.89122,South America
NIC340,NIC392,5.4074,-53.64501,South America
NIC341,NIC67,5.41346,-53.65433,South America
NIC343,NIC343,5.41134,-53.65517,South America
NIC358,NIC67,4.0883,-52.67557,South America
NIC36,NIC67,4.08448,-52.67837,South America
NIC362,NIC67,4.08568,-52.6747,South America
NIC367,NIC67,4.03671,-52.67738,South America
NIC368,NIC419,4.0492,-52.67635,South America
NIC369,NIC419,4.03712,-52.67044,South America
NIC37,NIC67,4.08448,-52.67837,South America
NIC373,NIC419,4.03706,-52.67086,South America
NIC377,NIC67,5.11396,-52.73218,South America
NIC38,NIC67,4.08448,-52.67837,South America
NIC392,NIC392,5.40779,-53.64583,South America
NIC398,NIC174,5.11396,-52.73218,South America
NIC399,NIC67,5.11396,-52.73218,South America
NIC40,NIC67,4.08448,-52.67837,South America
NIC400,NIC400,5.72711,-53.89076,South America
NIC402,NIC402,5.72896,-53.89008,South America
NIC419,NIC419,4.03617,-52.67805,South America
NIC442,NIC67,4.08468,-52.6753,South America
NIC498,NIC174,48.77302,2.2675,Europe
NIC5,NIC174,47.1985,7.5374,Europe
NIC504,NIC504,23.5347,120.6775,Taiwan
NIC505,NIC505,23.5347,120.6775,Taiwan
NIC507,NIC174,40.86183,14.261756,Europe
NIC509,NIC174,40.8625,14.2623855,Europe
NIC510,NIC174,40.8625,14.2623855,Europe
NIC518,NIC518,25.00739,121.900472,Taiwan
NIC519,NIC519,25.00739,121.900472,Taiwan
NIC532,NIC532,16.018756,-61.593654,Caribbean
NIC549,NIC549,15.56923,-61.3744,Caribbean
NIC552,NIC552,15.56962,-61.37537,Caribbean
NIC553,NIC541,15.58514,-61.47255,Caribbean
NIC554,NIC541,15.58514,-61.47255,Caribbean
NIC555,NIC555,15.58933,-61.47222,Caribbean
NIC556,NIC555,15.58933,-61.47222,Caribbean
NIC557,NIC555,15.58933,-61.47222,Caribbean
NIC558,NIC555,15.58933,-61.47222,Caribbean
NIC561,NIC561,15.52532,-61.41796,Caribbean
NIC574,NIC574,15.47461,-61.29876,Caribbean
NIC576,NIC578,15.40564,-61.34607,Caribbean
NIC578,NIC578,15.40502,-61.34623,Caribbean
NIC582,NIC583,15.40368,-61.34699,Caribbean
NIC583,NIC583,15.40368,-61.34699,Caribbean
NIC590,NIC590,15.40585,-61.34613,Caribbean
NIC593,NIC593,15.4071,-61.3453,Caribbean
NIC596,NIC578,15.4071,-61.3453,Caribbean
NIC597,NIC578,15.4071,-61.3453,Caribbean
NIC599,NIC578,15.32269,-61.30898,Caribbean
NIC6,NIC174,47.1985,7.5374,Europe
NIC60,NIC60,5.07382,-52.69551,South America
NIC61,NIC61,5.07384,-52.69537,South America
NIC62,NIC62,5.07358,-52.69523,South America
NIC63,NIC61,5.07349,-52.69528,South America
NIC64,NIC60,5.07349,-52.69528,South America
NIC65,NIC67,4.08533,-52.6751,South America
NIC66,NIC67,4.08533,-52.6751,South America
NIC67,NIC67,4.08533,-52.6751,South America
NIC68,NIC67,4.08533,-52.6751,South America
NIC69,NIC67,4.08533,-52.6751,South America
NIC70,NIC67,4.08533,-52.6751,South America
NIC71,NIC67,4.08533,-52.6751,South America
NIC810,BRC20543,23.81433,120.85649,Taiwan
NIC811,NIC811,23.81433,120.85649,Taiwan
NIC812,NIC815,23.81433,120.85649,Taiwan
NIC813,NIC815,23.81433,120.85649,Taiwan
NIC814,NIC814,23.81411,120.85654,Taiwan
NIC815,NIC815,23.81407,120.8564,Taiwan
NIC816,NIC816,23.81417,120.856,Taiwan
NIC817,NIC816,23.81417,120.856,Taiwan
NIC818,NIC816,23.81417,120.856,Taiwan
NIC819,NIC819,23.81418,120.85581,Taiwan
NIC820,NIC815,23.81444,120.85567,Taiwan
NIC821,NIC821,23.60283,120.88416,Taiwan
NIC822,NIC822,25.168,121.56254,Taiwan
NIC824,NIC824,23.60248,120.88317,Taiwan
NIC825,NIC825,23.60246,120.88278,Taiwan
NIC826,BRC20390,23.60246,120.88278,Taiwan
NIC827,NIC827,23.60233,120.88182,Taiwan
NIC828,NIC828,23.60197,120.88157,Taiwan
NIC829,NIC821,23.51344,120.91029,Taiwan
NIC83,NIC67,4.08533,-52.6751,South America
NIC839,NIC815,23.57214,120.8997,Taiwan
NIC84,NIC67,4.08533,-52.6751,South America
NIC850,NIC815,23.67039,120.79876,Taiwan
NIC86,NIC67,4.08533,-52.6751,South America
NIC863,NIC863,23.72763,120.76625,Taiwan
NIC864,NIC864,23.72733,120.76653,Taiwan
NIC865,NIC865,23.72717,120.76673,Taiwan
NIC87,NIC67,4.08533,-52.6751,South America
NIC871,NIC871,25.16734,121.55651,Taiwan
NIC876,BRC20390,25.16765,121.56299,Taiwan
NIC877,BRC20390,25.16765,121.56299,Taiwan
NIC879,BRC20238,23.81411,120.85622,Taiwan
NIC88,NIC67,4.08533,-52.6751,South America
NIC883,NIC883,23.67108,120.8,Taiwan
NIC884,BRC20390,23.60255,120.88322,Taiwan
NIC888,NIC883,25.15175,121.5551,Taiwan
NIC889,NIC889,23.81433,120.85649,Taiwan
NIC89,NIC67,4.08747,-52.67394,South America
NIC890,NIC815,23.81411,120.85642,Taiwan
NIC893,NIC893,22.00932,121.57214,Taiwan
NIC896,NIC897,22.01967,121.57357,Taiwan
NIC897,NIC897,22.01967,121.57357,Taiwan
NIC899,NIC899,35.661062,139.684827,Pacific
NIC900,NIC901,-22.222833,166.485438,Pacific
NIC901,NIC901,-22.222833,166.485438,Pacific
NIC902,NIC901,-22.222833,166.485438,Pacific
NIC906,NIC561,4.03816,-52.6728,South America
NIC911,NIC911,4.03721,-52.67052,South America
NIC914,NIC67,4.04392,-52.67719,South America
NIC919,NIC67,4.04222,-52.67668,South America
NIC93,NIC67,4.08747,-52.67394,South America
NIC95,NIC67,4.08747,-52.67394,South America
NIC96,NIC96,4.08747,-52.67394,South America
NIC97,NIC67,4.08747,-52.67394,South America
NIC973,NIC67,4.03965,-52.67441,South America
NIC974,NIC67,4.03813,-52.67147,South America
NIC979,NIC67,4.03822,-52.67031,South America
NIC98,NIC67,4.08747,-52.67394,South America
NIC981,NIC67,4.03822,-52.67031,South America
NIC982,NIC67,4.03822,-52.67031,South America
NIC984,NIC984,4.03746,-52.67236,South America
NIC985,NIC985,4.03726,-52.67243,South America
QG1102,QG1126,9.16835,-79.839279,Central America
QG1103,QG1126,9.16835,-79.839279,Central America
QG1104,QG1126,9.16835,-79.839279,Central America
QG1105,QG1126,9.16835,-79.839279,Central America
QG1106,QG1126,9.16835,-79.839279,Central America
QG1107,QG1126,9.16835,-79.839279,Central America
QG1108,QG1126,9.16835,-79.839279,Central America
QG1109,QG1126,9.16835,-79.839279,Central America
QG111,NIC174,40.7254,-74.045,North America
QG1111,QG1111,9.16835,-79.839279,Central America
QG1113,QG1126,9.16835,-79.839279,Central America
QG1114,QG1126,9.16835,-79.839279,Central America
QG112,NIC174,40.7254,-74.045,North America
QG1120,QG1126,9.16835,-79.839279,Central America
QG1124,QG1126,9.16835,-79.839279,Central America
QG1125,QG888,9.16835,-79.839279,Central America
QG1126,QG1126,9.16835,-79.839279,Central America
QG4101,QG4096,NA,NA,unknown
QG1127,QG2969,9.16835,-79.839279,Central America
QG1128,QG1126,9.16835,-79.839279,Central America
QG1129,QG1126,9.16835,-79.839279,Central America
QG113,NIC174,40.7254,-74.045,North America
QG1130,QG1126,9.16835,-79.839279,Central America
QG1131,QG1126,9.16835,-79.839279,Central America
QG1132,QG2665,9.160449,-79.840373,Central America
QG1134,QG2665,9.160449,-79.840373,Central America
QG1139,QG2665,9.160449,-79.840373,Central America
QG114,NIC174,40.7254,-74.045,North America
QG1141,QG1141,9.160449,-79.840373,Central America
QG1142,QG2665,9.160449,-79.840373,Central America
QG1143,QG1141,9.160449,-79.840373,Central America
QG1144,QG2665,9.160449,-79.840373,Central America
QG1145,QG2665,9.160449,-79.840373,Central America
QG1146,QG2665,9.160449,-79.840373,Central America
QG1148,QG2665,9.160449,-79.840373,Central America
QG1149,QG2665,9.160449,-79.840373,Central America
QG115,NIC174,40.7254,-74.045,North America
QG1150,QG2665,9.160449,-79.840373,Central America
QG1151,QG2665,9.160449,-79.840373,Central America
QG1152,QG2665,9.160449,-79.840373,Central America
QG1153,QG2665,9.160449,-79.840373,Central America
QG1154,QG2665,9.160449,-79.840373,Central America
QG1155,QG1155,9.160449,-79.840373,Central America
QG1156,QG2665,9.160449,-79.840373,Central America
QG116,NIC174,40.7254,-74.045,North America
QG117,NIC174,40.7254,-74.045,North America
QG118,NIC174,40.7254,-74.045,North America
QG119,NIC174,40.7254,-74.045,North America
QG120,NIC174,40.7254,-74.045,North America
QG121,NIC174,40.7254,-74.045,North America
QG128,QG130,22.2202,-159.5829,Hawaii
QG129,QG130,22.2202,-159.5829,Hawaii
QG130,QG130,22.2202,-159.5829,Hawaii
QG132,QG132,22.0804,-159.4124,Hawaii
QG133,QG133,22.2065,-159.4978,Hawaii
QG2615,QG2665,9.1576,-79.83393333,Central America
QG2616,QG2665,9.1576,-79.83393333,Central America
QG2617,QG2665,9.1576,-79.83393333,Central America
QG2618,QG2665,9.1576,-79.83393333,Central America
QG2621,QG2648,9.155616667,-79.83253333,Central America
QG2622,QG2648,9.155616667,-79.83253333,Central America
QG2623,QG2665,9.1576,-79.83393333,Central America
QG2624,QG2665,9.1576,-79.83393333,Central America
QG4232,QG4232,-21.16862222,148.5080167,Australia
QG2630,QG2665,9.1576,-79.83393333,Central America
QG2631,QG2665,9.1576,-79.83393333,Central America
QG2639,QG2736,9.1598,-79.8399,Central America
QG2640,QG2659,9.153933333,-79.83166667,Central America
QG2641,QG2641,9.153933333,-79.83166667,Central America
QG2647,QG2665,9.153933333,-79.83166667,Central America
QG2648,QG2648,9.153933333,-79.83166667,Central America
QG2649,QG2663,9.153933333,-79.8316667,Central America
QG2657,QG2683,9.153933333,-79.83166667,Central America
QG2658,QG2663,9.153933333,-79.8316667,Central America
QG2659,QG2659,9.153933333,-79.83166667,Central America
QG2660,QG2663,9.153933333,-79.83166667,Central America
QG2663,QG2663,9.153933333,-79.83166667,Central America
QG2664,QG2663,9.153933333,-79.83166667,Central America
QG2665,QG2665,9.153933333,-79.83166667,Central America
QG2666,QG2665,9.153933333,-79.83166667,Central America
QG2667,QG2648,9.153933333,-79.8316667,Central America
QG2668,QG2663,9.153933333,-79.8316667,Central America
QG2669,QG2648,9.153933333,-79.8316667,Central America
QG2671,QG739,9.153933333,-79.8316667,Central America
QG2673,QG2663,9.153933333,-79.83166667,Central America
QG2674,QG2683,9.153933333,-79.8316667,Central America
QG2677,QG2648,9.153933333,-79.83166667,Central America
QG2678,QG2648,9.153933333,-79.83166667,Central America
QG2682,QG2663,9.153933333,-79.83166667,Central America
QG2683,QG2683,9.153933333,-79.83166667,Central America
QG2684,QG784,9.153933333,-79.83166667,Central America
QG2685,QG784,9.153933333,-79.83166667,Central America
QG2686,QG2663,9.153933333,-79.83166667,Central America
QG2689,QG2665,9.153933333,-79.83166667,Central America
QG2814,QG2814,-30.6445167,153.0090333,Australia
QG2815,QG2814,-30.6445167,153.0090333,Australia
QG2819,QG2820,-27.4726528,152.9897861,Australia
QG2820,QG2820,-27.4726528,152.9897861,Australia
QG2848,QG2848,-27.4627778,152.9905556,Australia
QG2849,QG2849,-27.4627778,152.9905556,Australia
QG2880,QG2880,-16.8999,145.7489833,Australia
QG2881,QG2881,-16.8999,145.7489833,Australia
QG3866,QG3875,10.43018,-84.0065,Central America
QG2883,QG2883,-16.9001167,145.7495833,Australia
QG2884,QG2884,-16.0950167,145.4665333,Australia
QG2885,QG2884,-16.0950167,145.4665333,Australia
QG2886,QG2892,-16.10275,145.447,Australia
QG2887,QG2892,-16.10275,145.447,Australia
QG2888,QG2892,-16.10275,145.447,Australia
QG2889,QG2892,-16.10275,145.447,Australia
QG2890,QG2891,-16.1026,145.4467333,Australia
QG3044,QG1126,9.164216667,-79.8373667,Central America
QG2891,QG2891,-16.1026,145.4467333,Australia
QG2892,QG2892,-16.1026,145.4467333,Australia
QG2893,QG2893,-16.1026,145.4467333,Australia
QG2894,QG2892,-16.10295,145.44645,Australia
QG2895,QG2895,-16.10295,145.44645,Australia
QG2900,QG2892,-16.10365,145.4473167,Australia
QG2901,QG2892,-16.10365,145.4473167,Australia
QG2902,QG2902,-16.10365,145.4473167,Australia
QG2903,QG2903,-16.10365,145.4473167,Australia
QG2906,QG2906,-16.10275,145.4482833,Australia
QG2908,QG2908,-17.2643833,145.4884833,Australia
QG2909,QG2902,-17.2643833,145.4884833,Australia
QG2910,QG2910,-17.2643833,145.4884833,Australia
QG2919,QG2919,-20.28785,148.7653,Australia
QG2920,QG2919,-20.28785,148.7653,Australia
QG2921,QG2906,-20.28785,148.7653,Australia
QG2922,QG2906,-20.28785,148.7653,Australia
QG2923,QG2923,-20.2852667,148.7647,Australia
QG3804,QG3875,10.43288,-84.00678,Central America
QG2924,QG2923,-20.2852667,148.7647,Australia
QG2925,QG2925,-16.2375361,145.4287278,Australia
QG2926,QG2925,-16.2375361,145.4287278,Australia
QG2963,QG2964,9.166166667,-79.84,Central America
QG2964,QG2964,9.166166667,-79.84,Central America
QG2966,QG2966,9.166166667,-79.84,Central America
QG2967,QG1126,9.166416667,-79.84025,Central America
QG2968,QG1126,9.166416667,-79.84025,Central America
QG2969,QG2969,9.166416667,-79.84025,Central America
QG3810,QG3878,10.43212222,-84.00843056,Central America
QG2970,QG2969,9.166416667,-79.84025,Central America
QG2971,QG2969,9.166416667,-79.84025,Central America
QG2972,QG2972,9.167433333,-79.8397,Central America
QG2996,QG2996,9.163766667,-79.8440167,Central America
QG3002,QG1126,9.16815,-79.8392,Central America
QG3003,QG1126,9.16815,-79.8392,Central America
QG3004,QG3004,9.16925,-79.8380167,Central America
QG3006,QG3006,9.16925,-79.8380167,Central America
QG3012,QG1126,9.159966667,-79.8409667,Central America
QG3014,QG3019,9.163816667,-79.8371667,Central America
QG3015,QG2648,9.163366667,-79.8372333,Central America
QG3016,QG3034,9.163116667,-79.8372,Central America
QG3017,QG3034,9.163116667,-79.8372,Central America
QG3018,QG3058,9.163116667,-79.8372,Central America
QG3019,QG3019,9.163116667,-79.8372,Central America
QG3020,QG3053,9.1619,-79.83705,Central America
QG3025,QG3025,9.1581,-79.8474333,Central America
QG3026,QG3025,9.1581,-79.8474333,Central America
QG3028,QG3030,9.1581,-79.84743333,Central America
QG3030,QG3030,9.1594,-79.8478833,Central America
QG3031,QG3030,9.1594,-79.8478833,Central America
QG3032,QG3032,9.163366667,-79.8447333,Central America
QG3033,QG2648,9.163366667,-79.8447333,Central America
QG3034,QG3034,9.163366667,-79.8447333,Central America
QG3039,QG2648,9.164216667,-79.8373667,Central America
QG3041,QG3041,9.164216667,-79.8373667,Central America
QG3043,QG1126,9.164216667,-79.8373667,Central America
QG3813,QG3878,10.43082,-84.01138,Central America
QG3045,QG1126,9.164216667,-79.8373667,Central America
QG3046,QG1126,9.164216667,-79.8373667,Central America
QG3053,QG3053,9.16484,-79.83659,Central America
QG3056,QG3056,9.1674,-79.83967,Central America
QG3057,QG3057,9.163366667,-79.8372333,Central America
QG3058,QG3058,9.163116667,-79.8372,Central America
QG3527,QG3527,10.42623333,-84.0126,Central America
QG3661,QG3661,41.62083,-73.58889,North America
QG3783,QG3783,10.4297,-84.00853,Central America
QG3784,QG3837,10.43008,-84.00894,Central America
QG3787,QG3837,10.43082,-84.01138,Central America
QG3794,QG3851,10.42361667,-84.00118611,Central America
QG3796,QG3823,10.42361667,-84.00118611,Central America
QG3798,QG3823,10.42361667,-84.00118611,Central America
QG3801,QG3801,10.43082,-84.01138,Central America
QG3815,QG3815,10.42361667,-84.00118611,Central America
QG3816,QG3816,10.43803,-84.0112,Central America
QG3819,QG3878,10.4262,-84.0013167,Central America
QG3820,QG3823,10.42361667,-84.00118611,Central America
QG3822,QG3823,10.42361667,-84.00118611,Central America
QG3823,QG3823,10.42540556,-84.00121667,Central America
QG3825,QG3825,10.43026,-84.00905,Central America
QG3826,QG3826,10.43018,-84.0065,Central America
QG3827,QG3867,10.42346389,-84.00128333,Central America
QG3832,QG3867,10.42346389,-84.00128333,Central America
QG3837,QG3837,10.42540556,-84.00121667,Central America
QG3840,QG3878,10.42361667,-84.00118611,Central America
QG3841,QG3878,10.25937,-84.00514,Central America
QG3842,QG3851,10.42361667,-84.00118611,Central America
QG3851,QG3851,10.41900556,-84.00699722,Central America
QG3858,QG3783,10.4297,-84.00853,Central America
QG3861,QG3861,10.42972,-84.00742,Central America
QG3864,QG3878,10.25937,-84.00514,Central America
QG4098,QG4096,NA,NA,unknown
QG3867,QG3867,10.42361667,-84.00118611,Central America
QG3874,QG3874,10.44027,-84.01227,Central America
QG3875,QG3875,10.44027,-84.01227,Central America
QG3876,QG3876,10.44027,-84.01227,Central America
QG3878,QG3878,10.25937,-84.00514,Central America
QG3879,QG3878,10.43212222,-84.00843056,Central America
QG3920,QG3920,13.225206,-59.588132,Caribbean
QG3921,QG3921,13.225206,-59.588132,Caribbean
QG3922,QG3923,13.225206,-59.588132,Caribbean
QG3923,QG3923,13.225206,-59.588132,Caribbean
QG3924,QG3924,13.234279,-59.587888,Caribbean
QG3925,QG3925,13.233538,-59.587865,Caribbean
QG3926,QG3926,13.233413,-59.587901,Caribbean
QG3927,QG3927,13.233413,-59.587901,Caribbean
