species	species_id_method	strain	isotype	previous_names	source_lab	latitude	longitude	landscape	locality_description	substrate	substrate_comments	ambient_temp	ambient_humidity	associated_organism	sampled_by	isolated_by	set	issues	issue_notes	isotype_ref_strain	wgs_seq
Caenorhabditis briggsae	NA	NIC1072	NIC174	75a	NIC	44.64244	4.79379	Rural_garden	NA	Rotting_nut/pod/seed/fruit	Walnuts	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC108	NIC67	H6litter3	NIC	4.08747	-52.67394	Forest	NA	Rotting_nut/pod/seed/fruit	Cecropia fruits	NA	NA	NA	C. Braendle, M.-A. Felix	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1088	NIC174	96b	NIC	47.02264	8.64431	Rural_garden	NA	Rotting_nut/pod/seed/fruit	pears	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1089	NIC174	97b1	NIC	47.03983	8.56052	Rural_garden	NA	Rotting_nut/pod/seed/fruit	same sample as NIC1090,Walnuts	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC109	NIC67	H6F2	NIC	4.08747	-52.67394	Forest	NA	Rotting_nut/pod/seed/fruit	Cecropia fruits	NA	NA	NA	C. Braendle, M.-A. Felix	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1090	NIC174	97b2	NIC	47.03983	8.56052	Rural_garden	NA	Rotting_nut/pod/seed/fruit	same sample as NIC1089,Walnuts	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1100	NIC174	1b2	NIC	47.483954	19.084848	Botanical_garden_or_zoo	NA	Rotting_nut/pod/seed/fruit	same sample as NIC1099, NIC1105,Plum-like fruits	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1103	NIC1103	13	NIC	18.0383007	-89.6738919	Forest	NA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	J. Dumont, D. Bourc'his	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1104	NIC1104	Rozo 1	NIC	3.638367	-76.198343	Rural_garden	NA	Rotting_nut/pod/seed/fruit	rotting_fruit, nut	NA	NA	NA	R. Salle	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1106	NIC1106	Sexta1	NIC	3.45893	-76.531944	Urban_garden	NA	Rotting_nut/pod/seed/fruit	rotting_fruit, mango	NA	NA	NA	R. Salle	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1117	NIC1117	CH1.1	NIC	-12.837789	-71.365833	Rural_garden	NA	Soil	bleached,Humus	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1118	NIC1117	CH1.2	NIC	-12.837789	-71.365833	Rural_garden	NA	Rotting_flower	bleached, Red Flowers (Hibiscus?)	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1123	NIC1123	27.2	NIC	-12.87435802	-69.49724601	Forest	NA	Rotting_nut/pod/seed/fruit	from same sample as NIC1122; bleached, Genipa fruit (Huito)?	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1124	NIC1124	28	NIC	-12.874341	-69.497087	Forest	NA	Rotting_nut/pod/seed/fruit	bleached, Woody fruit	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1125	NIC1138	30	NIC	-12.87430999	-69.49692699	Forest	NA	Rotting_nut/pod/seed/fruit	bleached, Small black fruits	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1131	NIC1183	38a	NIC	-12.87564397	-69.49700503	Forest	NA	Rotting_nut/pod/seed/fruit	bleached, Porcupine fruit	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1134	NIC1123	39	NIC	-12.87399801	-69.496167	Forest	NA	Rotting_nut/pod/seed/fruit	bleached, Leonia glycycarpa (?) fruits	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1135	NIC1135	42	NIC	-12.87313996	-69.49687704	Forest	NA	Rotting_nut/pod/seed/fruit	bleached, Fig (Oje)	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1138	NIC1138	47	NIC	-12.872112	-69.49822702	Forest	NA	Rotting_nut/pod/seed/fruit	bleached, Leonia glycycarpa (?) fruits	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1139	NIC1183	48a	NIC	-12.87255297	-69.49927501	Forest	NA	Rotting_nut/pod/seed/fruit	bleached, Passion fruit, wild	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1141	NIC1141	51	NIC	-12.872155	-69.49781103	Forest	NA	Rotting_nut/pod/seed/fruit	bleached, Palm fruit, orange - Wikungo	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1143	NIC1183	56	NIC	-12.87489798	-69.49506797	Forest	NA	Rotting_nut/pod/seed/fruit	bleached, Porcupine fruit	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC115	NIC115	C11	NIC	16.0207	-61.597	Rural_garden	NA	Rotting_nut/pod/seed/fruit	rotting_fruit_breadfruit	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1154	NIC1124	72	NIC	-12.87588101	-69.49603097	Forest	NA	Rotting_nut/pod/seed/fruit	bleached, Leonia glycycarpa (?) fruits	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1158	NIC1124	74	NIC	-12.87472598	-69.49712598	Forest	NA	Fungus	bleached, Mushroom	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC116	NIC119	X7	NIC	16.1779	-61.6563	Forest	NA	Rotting_nut/pod/seed/fruit	rotting_fruit, Cecropia	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC117	NIC117	X8	NIC	16.1779	-61.6563	Forest	NA	Rotting_nut/pod/seed/fruit	rotting_fruit, woody	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1182	NIC1183	111	NIC	-12.88367903	-69.48662404	Forest	NA	Rotting_nut/pod/seed/fruit	bleached, Fruit	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1183	NIC1183	113	NIC	-12.88450004	-69.48577797	Forest	NA	Rotting_nut/pod/seed/fruit	bleached, Figs, yellow	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1185	NIC1190	120	NIC	-12.88381599	-69.48358803	Forest	NA	Rotting_nut/pod/seed/fruit	bleached, Fruit pod, red inside	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1186	NIC1183	125a	NIC	-12.88307402	-69.48361804	Forest	NA	Rotting_nut/pod/seed/fruit	bleached, Fig?	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1189	NIC1123	128	NIC	-12.88238604	-69.48475999	Forest	NA	Rotting_flower	bleached, Pink tubular flowers	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC119	NIC119	X12	NIC	16.1779	-61.6563	Forest	NA	Rotting_stem	rotting_stem, banana	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1190	NIC1190	130	NIC	-12.88059298	-69.48706903	Forest	NA	Rotting_nut/pod/seed/fruit	bleached, Leonia glycycarpa (?) fruits	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1202	NIC1202	7b	NIC	26.22481	119.99506	Forest	NA	Rotting_nut/pod/seed/fruit	Little figs (Ø 8 – 10 mm)	NA	NA	NA	C. Gosse	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1203	NIC1202	7c	NIC	26.22481	119.99506	Forest	NA	Rotting_nut/pod/seed/fruit	Little figs (Ø 8 – 10 mm)	NA	NA	NA	C. Gosse	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1204	NIC1204	7d	NIC	26.22481	119.99506	Forest	NA	Rotting_nut/pod/seed/fruit	Little figs (Ø 8 – 10 mm)	NA	NA	NA	C. Gosse	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1205	NIC1205	7e.1	NIC	26.22481	119.99506	Forest	NA	Rotting_nut/pod/seed/fruit	from same sample as NIC1206, Little figs (Ø 8 – 10 mm)	NA	NA	NA	C. Gosse	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1206	NIC1202	7e.2	NIC	26.22481	119.99506	Forest	NA	Rotting_nut/pod/seed/fruit	from same sample as NIC1205 Little figs (Ø 8 – 10 mm)	NA	NA	NA	C. Gosse	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1217	NIC1218	11a	NIC	25.95224	119.9771	Forest	NA	Rotting_nut/pod/seed/fruit	Little figs (Ø 8 – 10 mm)	NA	NA	NA	C. Gosse	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1218	NIC1218	11b	NIC	25.95224	119.9771	Forest	NA	Rotting_nut/pod/seed/fruit	Little figs (Ø 8 – 10 mm)	NA	NA	NA	C. Gosse	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1219	NIC1218	11c	NIC	25.95224	119.9771	Forest	NA	Rotting_nut/pod/seed/fruit	Little figs (Ø 8 – 10 mm)	NA	NA	NA	C. Gosse	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1220	NIC1220	11e	NIC	25.95224	119.9771	Forest	NA	Rotting_nut/pod/seed/fruit	Little figs (Ø 8 – 10 mm)	NA	NA	NA	C. Gosse	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1221	NIC1221	13	NIC	25.95147	119.96883	Forest	NA	Rotting_nut/pod/seed/fruit	Fruit (olive-like)	NA	NA	NA	C. Gosse	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC123	NIC123	X11	NIC	16.1779	-61.6563	Forest	NA	Rotting_nut/pod/seed/fruit	Cecropia fruits	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1261	NIC67	P367	NIC	4.08615097403526	-52.6782569848001	Forest	NA	Rotting_flower	Pink flower, weird shape	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1266	NIC67	164b	NIC	3.612705041	-53.21636704	Forest	NA	Rotting_nut/pod/seed/fruit	Fruit with 4 capsules connected	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1267	NIC1267	295	NIC	3.622385971	-53.21547696	Forest	NA	Rotting_flower	Tiny green flowers, fresh	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1273	NIC1292	174a	NIC	3.630068991	-53.205732	Forest	NA	Rotting_nut/pod/seed/fruit	Orange fruit, rel. fresh	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1274	NIC1267	292	NIC	3.621099014	-53.21336799	Forest	NA	Rotting_flower	Flowers fresh, hair-wind	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1279	NIC1407	196a	NIC	3.641279032	-53.20139201	Forest	NA	Rotting_nut/pod/seed/fruit	Fresh fruit with large seed	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1283	NIC1283	195	NIC	3.640333973	-53.20234504	Forest	NA	Rotting_nut/pod/seed/fruit	Fruit	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1287	NIC67	164a	NIC	3.612705041	-53.21636704	Forest	NA	Rotting_nut/pod/seed/fruit	Fruit with 4 capsules connected	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1288	NIC1288	196b	NIC	3.641279032	-53.20139201	Forest	NA	Rotting_flower	Tubular purple flower	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1289	NIC1423	255	NIC	3.603578992	-53.19479303	Forest	NA	Rotting_flower	Small purple inflorescence, fresh	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1292	NIC1292	175b	NIC	3.630410973	-53.20572797	Forest	NA	Rotting_flower	Gustavia (?) flower, white	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1295	NIC67	172	NIC	3.629464991	-53.20589201	Forest	NA	Fungus	Mushroom	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1296	NIC67	173b	NIC	3.629718963	-53.20582797	Forest	NA	Rotting_nut/pod/seed/fruit	Chadek (in forest, waste)	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1302	NIC1302	152b	NIC	3.616456026	-53.20972002	Forest	NA	Rotting_nut/pod/seed/fruit	Figs rotten	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1303	NIC67	173a	NIC	3.629718963	-53.20582797	Forest	NA	Rotting_flower	White tubular flowers	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1304	NIC1304	236	NIC	3.617134038	-53.19634804	Forest	NA	Rotting_flower	Red flowers, fresh	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1306	JU1814	325a	NIC	4.8681950289756	-52.347927019	Forest	NA	Rotting_nut/pod/seed/fruit	palm fruit, rotten, relatively fresh	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1308	NIC1308	328a	NIC	4.86442099325358	-52.3459600377827	Forest	NA	Rotting_nut/pod/seed/fruit	palm fruits, old	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1351	NIC67	394b	NIC	4.04693900607526	-52.6781709864735	Forest	NA	Rotting_flower	Astrocaryum pollen, fresh, fallen on trunk/ground	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1356	NIC67	421	NIC	4.06495498493313	-52.6839649770408	Forest	NA	Rotting_nut/pod/seed/fruit	finger fruits, gresh green - not Cecropia	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1373	NIC67	381	NIC	4.04093798249959	-52.6757770311087	Forest	NA	Rotting_flower	white fresh flowers	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1394	NIC1267	296	NIC	3.622260997	-53.21509198	Forest	NA	Rotting_stem	Philodendron leaf sheath, rotten	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1407	NIC1407	175c	NIC	3.630410973	-53.20572797	Forest	NA	Rotting_nut/pod/seed/fruit	Woody fruit covers	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1413	NIC1423	152a	NIC	3.616456026	-53.20972002	Forest	NA	Rotting_nut/pod/seed/fruit	Fresh figs, rotten	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1414	NIC1423	224	NIC	3.646186972	-53.19311899	Forest	NA	Rotting_flower	Clusia flower, small	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1416	NIC1423	213b	NIC	3.64749698	-53.19818996	Forest	NA	Rotting_flower	Fresh white-orange flowers	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1418	NIC1423	190c	NIC	3.638836965	-53.203719	Forest	NA	Rotting_flower	Gustavia (?) flower, white	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1421	NIC1421	327	NIC	4.86785497516393	-52.3451459873467	Forest	NA	Rotting_nut/pod/seed/fruit	small fruit capsules with seeds	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1423	NIC1423	204	NIC	3.644299032	-53.19803297	Forest	NA	Rotting_nut/pod/seed/fruit	Fruit covers, bursa	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1424	NIC67	CI-2	NIC	4.096011	-52.68555	Forest	NA	Rotting_flower	white flowers	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1442	NIC1442	404	NIC	4.05508797615766	-52.6781770214438	Forest	NA	Rotting_flower	yellow tubular flowers	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC146	NIC174	C7.1c	NIC	47.23337	7.62068	Agricultural_land	NA	Rotting_nut/pod/seed/fruit	rotting_fruit, apples (immature), several trees, plantation, 500m from C1-6	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1479	NIC67	510-F1	NIC	4.08577102236449	-52.6766940113157	Forest	NA	Rotting_nut/pod/seed/fruit	Fresh fruit (fingers, green)	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1480	NIC67	510-F2	NIC	4.08577102236449	-52.6766940113157	Forest	NA	Rotting_nut/pod/seed/fruit	Fresh fruit (fingers, green)	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1481	NIC67	510-F3	NIC	4.08577102236449	-52.6766940113157	Forest	NA	Rotting_nut/pod/seed/fruit	Fresh fruit (fingers, green)	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1482	NIC67	510-F4	NIC	4.08577102236449	-52.6766940113157	Forest	NA	Rotting_nut/pod/seed/fruit	Fresh fruit (fingers, green)	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1483	NIC67	510-F5	NIC	4.08577102236449	-52.6766940113157	Forest	NA	Rotting_nut/pod/seed/fruit	Fresh fruit (fingers, green)	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1485	NIC67	510-O5	NIC	4.08577102236449	-52.6766940113157	Forest	NA	Rotting_nut/pod/seed/fruit	Orange bait	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC149	NIC174	C10.3b	NIC	47.18187	7.49901	Agricultural_land	NA	Rotting_nut/pod/seed/fruit	apples (immature), single tree,farmland	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1491	NIC1491	532-F4	NIC	4.08790203742682	-52.6799480337649	Forest	NA	Rotting_nut/pod/seed/fruit	Clusia flowers small	NA	NA	NA	C. Braendle, A. Cutter	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC151	NIC174	C14.1a	NIC	47.13952	7.43726	Agricultural_land	NA	Rotting_nut/pod/seed/fruit	prunes, single tree, grazing land	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1524	NIC1528	22	NIC	-16.755721	49.99665	Forest	NA	Rotting_nut/pod/seed/fruit	Dried banana baits	NA	NA	NA	C. Gimond	C. Gimond	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1525	NIC1525	24	NIC	-17.088793	49.827329	Rural_garden	NA	Rotting_nut/pod/seed/fruit	Rotten Jack fruit	NA	NA	NA	C. Gimond	C. Gimond	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1527	NIC1528	19	NIC	-16.755721	49.99665	Forest	NA	Rotting_nut/pod/seed/fruit	Rotten banana baits	NA	NA	NA	C. Gimond	C. Gimond	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1528	NIC1528	21	NIC	-16.755721	49.99665	Forest	NA	Rotting_nut/pod/seed/fruit	Rotten banana baits	NA	NA	NA	C. Gimond	C. Gimond	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1529	NIC1529	15	NIC	-16.755873	49.996516	Forest	NA	Compost	Compost, various greens and fruits	NA	NA	NA	C. Gimond	C. Gimond	D	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC153	NIC174	C16.1a	NIC	47.194262	7.530484	Agricultural_land	NA	Rotting_nut/pod/seed/fruit	rotting_fruit, rotting apples (immature), single tree, same spot as C17-C18	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1530	NIC1528	13	NIC	-16.755873	49.996516	Forest	NA	Compost	Compost, various greens and fruits	NA	NA	NA	C. Gimond	C. Gimond	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1533	NIC1533	8	NIC	-16.75706	49.993077	Forest	NA	Rotting_flower	Dried/rotten hibiscus flowers	NA	NA	NA	C. Gimond	C. Gimond	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1535	NIC1535	5	NIC	-17.088793	49.827329	Rural_garden	NA	Rotting_flower	Tulipier Gabon flowers, rotten	NA	NA	NA	C. Gimond	C. Gimond	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC1537	NIC1528	2	NIC	-16.755873	49.996516	Forest	NA	Compost	Compost, various greens and fruits	NA	NA	NA	C. Gimond	C. Gimond	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1539	NIC1539	1	NIC	25.06052	121.76957	Forest	NA	Rotting_nut/pod/seed/fruit	Little figs, Ø 8 – 10 mm	NA	NA	NA	C. Gosse	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC154	NIC174	C17a	NIC	47.194262	7.530484	Agricultural_land	NA	Rotting_nut/pod/seed/fruit	rotting_fruit, rotting apples (immature), single tree,  same spot as C16, C18	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1540	NIC1540	2a	NIC	25.05792	121.77076	Forest	NA	Rotting_nut/pod/seed/fruit	Little figs, Ø 8 – 10 mm (same as ID1)	NA	NA	NA	C. Gosse	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC155	NIC174	F7e	NIC	46.99803	7.66853	Agricultural_land	NA	Rotting_nut/pod/seed/fruit	apples (immature), single tree, old orchard	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1552	NIC1688	10b	NIC	25.02212	121.73275	Forest	NA	Rotting_nut/pod/seed/fruit	Grapefruit variety	NA	NA	NA	C. Gosse	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC156	NIC174	F8.2f	NIC	46.99803	7.66853	Agricultural_land	NA	Rotting_nut/pod/seed/fruit	apples (immature), single tree, old orchard	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC1562	NIC1562	15b	NIC	25.00481	121.73369	Forest	NA	Rotting_nut/pod/seed/fruit	Little figs, Ø 8 – 10 mm (same as ID1)	NA	NA	NA	C. Gosse	C. Braendle	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	NIC157	NIC174	F13.1a	NIC	46.9996	7.7104	Agricultural_land	NA	Rotting_nut/pod/seed/fruit	apples (immature), several trees, old orchard	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	NIC158	NIC174	F16.1c	NIC	47.24712	7.592604	Agricultural_land	NA	Rotting_nut/pod/seed/fruit	apples (immature), 4 trees	NA	NA	NA	C. Braendle	C. Braendle	NA	FALSE	NA	FALSE	TRUE
