set	tag	quartet	submodel	BIC	TW1	TW2	TW3	Number of alignments	Percent missing data	Supermatrix length	T1	T2	T3	Tree1	Tree2	Tree3
mast_hdr	QG4232	quartet_07	submodel6	1345493.8031	0.9452	0.0269	0.0279	380	4	168016	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),JU1422)	(PX506,(QX1410,JU1422),QG4232)	(PX506,(QG4232,JU1422),QX1410)
mast_hdr	QG4232	quartet_08	submodel1	1324705.3386	0.9241	0.0636	0.0122	390	3.9	167515	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),JU2484)	(PX506,(QX1410,JU2484),QG4232)	(PX506,(QG4232,JU2484),QX1410)
mast_hdr	QG4232	quartet_08	submodel6	1324964.142	0.973	0.0034	0.0236	390	3.9	167515	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),JU2484)	(PX506,(QX1410,JU2484),QG4232)	(PX506,(QG4232,JU2484),QX1410)
mast_hdr	QG4232	quartet_09	submodel1	1398169.9412	0.9489	0.0403	0.0108	398	4	175737	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),JU2617)	(PX506,(QX1410,JU2617),QG4232)	(PX506,(QG4232,JU2617),QX1410)
mast_hdr	QG4232	quartet_09	submodel6	1398325.6783	0.9528	0.0242	0.023	398	4	175737	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),JU2617)	(PX506,(QX1410,JU2617),QG4232)	(PX506,(QG4232,JU2617),QX1410)
mast_hdr	QG4232	quartet_10	submodel1	1332802.0208	0.8978	0.0384	0.0639	387	4	167048	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),NIC2143)	(PX506,(QX1410,NIC2143),QG4232)	(PX506,(QG4232,NIC2143),QX1410)
mast_hdr	QG4232	quartet_10	submodel6	1332777.4456	0.9736	0.0051	0.0214	387	4	167048	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),NIC2143)	(PX506,(QX1410,NIC2143),QG4232)	(PX506,(QG4232,NIC2143),QX1410)
mast_hdr	QG4232	quartet_11	submodel1	1348141.0436	0.9202	0.0502	0.0296	380	4	167565	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),NIC2150)	(PX506,(QX1410,NIC2150),QG4232)	(PX506,(QG4232,NIC2150),QX1410)
mast_hdr	QG4232	quartet_11	submodel6	1349013.847	0.9462	0.0262	0.0276	380	4	167565	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),NIC2150)	(PX506,(QX1410,NIC2150),QG4232)	(PX506,(QG4232,NIC2150),QX1410)
mast_hdr	QG4232	quartet_12	submodel1	1306428.5818	0.9124	0.0084	0.0792	384	4.1	164949	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),NIC2152)	(PX506,(QX1410,NIC2152),QG4232)	(PX506,(QG4232,NIC2152),QX1410)
mast_hdr	QG4232	quartet_12	submodel6	1306698.5907	0.9797	0.0078	0.0125	384	4.1	164949	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),NIC2152)	(PX506,(QX1410,NIC2152),QG4232)	(PX506,(QG4232,NIC2152),QX1410)
mast_hdr	QG4232	quartet_13	submodel1	1300570.3808	0.9025	0.008	0.0895	379	3.9	163955	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),VX151)	(PX506,(QX1410,VX151),QG4232)	(PX506,(QG4232,VX151),QX1410)
mast_hdr	QG4232	quartet_13	submodel6	1300890.3224	0.9532	0.0246	0.0222	379	3.9	163955	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),VX151)	(PX506,(QX1410,VX151),QG4232)	(PX506,(QG4232,VX151),QX1410)
mast_hdr	QG4232	quartet_14	submodel1	1279805.7674	0.8776	0.041	0.0814	375	3.8	161945	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),VX153)	(PX506,(QX1410,VX153),QG4232)	(PX506,(QG4232,VX153),QX1410)
mast_hdr	QG4232	quartet_14	submodel6	1279827.5506	0.9545	0.0242	0.0213	375	3.8	161945	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),VX153)	(PX506,(QX1410,VX153),QG4232)	(PX506,(QG4232,VX153),QX1410)
mast_hdr	QG4232	quartet_15	submodel1	1353803.3524	0.8593	0.0363	0.1044	395	3.7	170443	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),YR106)	(PX506,(QX1410,YR106),QG4232)	(PX506,(QG4232,YR106),QX1410)
mast_hdr	QG4232	quartet_15	submodel6	1353665.008	0.9747	0.0037	0.0216	395	3.7	170443	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),YR106)	(PX506,(QX1410,YR106),QG4232)	(PX506,(QG4232,YR106),QX1410)
mast_hdr	QG4232	quartet_16	submodel1	1286135.4502	0.9128	0.072	0.0152	378	3.8	162021	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),ZF1220)	(PX506,(QX1410,ZF1220),QG4232)	(PX506,(QG4232,ZF1220),QX1410)
mast_hdr	QG4232	quartet_16	submodel6	1286301.0506	0.9816	0.0037	0.0147	378	3.8	162021	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),ZF1220)	(PX506,(QX1410,ZF1220),QG4232)	(PX506,(QG4232,ZF1220),QX1410)
