discordance	sites	i	j
86538	5612878	JU2053	TT3408
81872	5613884	JU2053	TT3411
415158	5462551	JU2053	TWN1772
403266	5443655	JU2053	TWN1824
394412	5367946	JU2053	TWN1899
414360	5463198	JU2053	TWN1907
412285	5430424	JU2053	TWN2919
408737	5380731	JU2053	TWN3077
416122	5460572	JU2053	UH1
123620	5536420	JU2053	VSL2201
884761	5342176	JU2053	VSL2207
883818	5336239	JU2053	VSL2209
91876	5585690	JU2053	VSL2210
89192	5595201	JU2053	VSL2212
157242	5550260	JU2053	VSL2213
134294	5553099	JU2053	VSL2215
149666	5551095	JU2053	VSL2216
196594	5524912	JU2053	VSL2217
96949	5577558	JU2053	VSL2219
81198	5550611	JU2053	VT847
431565	5453911	JU2053	VX34
102700	5594357	JU2053	XZ1204
128727	5555796	JU2053	XZ1205
125806	5566493	JU2053	XZ1206
90367	5550967	JU2053	XZ1207
85674	5598853	JU2053	XZ1210
81349	5608306	JU2053	XZ1212
75169	5602302	JU2053	XZ1213
76351	5609763	JU2053	XZ1731
80776	5608863	JU2053	XZ1732
189723	5536207	JU2053	ZZY0992
83703	5572274	JU2053	ZZY1034
82686	5613274	JU2053	ZZY1075
185376	5510653	JU2053	ZZY1123
84257	5610953	JU2053	ZZY1130
81214	5610122	JU2053	ZZY405
69988	5570524	JU2054	JU2056
198119	5491921	JU2054	JU2057
194295	5311065	JU2054	JU2160
200405	5463652	JU2054	JU2162
101992	5541413	JU2054	JU2214
411561	5404293	JU2054	JU2216
229708	5362822	JU2054	JU2457
200395	5450354	JU2054	JU2470
81925	5537110	JU2054	JU2472
182491	5459035	JU2054	JU2507
123826	5522289	JU2054	JU2518
437988	5351812	JU2054	JU2536
134144	5548765	JU2054	JU2618
75606	5541696	JU2054	JU2799
86812	5578485	JU2054	JU2836
126797	5493885	JU2054	JU2849
70293	5581417	JU2054	JU2861
79445	5569590	JU2054	JU2868
443584	5408304	JU2054	JU2872
104324	5565190	JU2054	JU2910
488848	5393686	JU2054	JU3168
84316	5580602	JU2054	JU3171
879987	5293578	JU2054	JU3199
874976	5284339	JU2054	JU3200
877696	5275661	JU2054	JU3201
873034	5288583	JU2054	JU3202
871991	5263924	JU2054	JU3203
877335	5268238	JU2054	JU3206
90280	5521776	JU2054	JU3207
204518	5477477	JU2054	JU3237
72627	5554112	JU2054	JU3281
114286	5549286	JU2054	JU3319
79805	5581245	JU2054	JU3321
427269	5410291	JU2054	JU3326
95032	5573144	JU2054	JU3327
445308	5458588	JU2054	JU3416
81312	5133846	JU2054	JU356
72808	5576630	JU2054	JU4042
136829	5502726	JU2054	JU4051
138665	5500903	JU2054	JU4058
134453	5415331	JU2054	JU4060
139632	5508559	JU2054	JU4062
133942	5471419	JU2054	JU4064
74203	5579690	JU2054	JU4080
148478	5511038	JU2054	JU4084
145157	5506719	JU2054	JU4097
112513	5543426	JU2054	JU725
78396	5569892	JU2054	MY2716
73499	5587685	JU2054	MY539
47599	5173381	JU2054	MY681
132167	5507206	JU2054	NIC1050
138598	5464369	JU2054	NIC1052
127247	5438140	JU2054	NIC1054
129625	5532078	JU2054	NIC1055
146717	5521629	JU2054	NIC1057
125419	5467575	JU2054	NIC1058
129798	5504909	JU2054	NIC1059
125563	5534372	JU2054	NIC1060
109426	5553558	JU2054	NIC1062
91262	5512994	JU2054	NIC1069
124880	5539890	JU2054	NIC1103
81497	5547010	JU2054	NIC1104
98676	5472968	JU2054	NIC1106
80722	5497174	JU2054	NIC1117
143570	5510867	JU2054	NIC1123
131574	5508223	JU2054	NIC1124
129619	5427504	JU2054	NIC1135
131118	5516850	JU2054	NIC1138
123114	5514213	JU2054	NIC1141
97768	5579872	JU2054	NIC115
90728	5586126	JU2054	NIC117
124803	5534559	JU2054	NIC1183
95479	5578863	JU2054	NIC119
124428	5511545	JU2054	NIC1190
77562	5554966	JU2054	NIC1202
84337	5527473	JU2054	NIC1204
409955	5411914	JU2054	NIC1205
81833	5553388	JU2054	NIC1218
405943	5351385	JU2054	NIC1220
87012	5457744	JU2054	NIC1221
87766	5598254	JU2054	NIC123
96107	5563154	JU2054	NIC1267
118993	5548259	JU2054	NIC1283
125448	5534005	JU2054	NIC1288
124110	5562584	JU2054	NIC1292
114397	5526180	JU2054	NIC1302
126251	5510632	JU2054	NIC1304
116607	5549549	JU2054	NIC1308
126221	5544516	JU2054	NIC1407
111155	5532754	JU2054	NIC1421
124340	5563817	JU2054	NIC1423
123777	5472865	JU2054	NIC1442
124734	5528149	JU2054	NIC1491
88541	5538695	JU2054	NIC1525
93199	5575349	JU2054	NIC1528
83810	5547617	JU2054	NIC1529
84064	5555609	JU2054	NIC1533
94890	5541470	JU2054	NIC1535
411268	5405844	JU2054	NIC1539
398877	5425710	JU2054	NIC1540
410288	5398718	JU2054	NIC1562
396967	5395086	JU2054	NIC1589
411296	5418289	JU2054	NIC1590
400062	5423073	JU2054	NIC1591
394455	5406874	JU2054	NIC1593
406502	5432367	JU2054	NIC1595
401291	5413178	JU2054	NIC1598
412221	5418109	JU2054	NIC1602
418396	5393265	JU2054	NIC1607
72923	5572141	JU2054	NIC1628
412216	5424754	JU2054	NIC1630
411862	5409697	JU2054	NIC1631
440638	5346722	JU2054	NIC1632
442379	5391705	JU2054	NIC1633
445136	5422159	JU2054	NIC1635
414908	5456141	JU2054	NIC1645
400834	5262058	JU2054	NIC1660
407794	5395020	JU2054	NIC1661
410831	5384167	JU2054	NIC1662
411417	5394112	JU2054	NIC1663
399274	5413480	JU2054	NIC1664
400632	5427147	JU2054	NIC1665
412367	5419265	JU2054	NIC1666
412214	5417258	JU2054	NIC1667
412576	5412471	JU2054	NIC1681
71971	5569597	JU2054	NIC1688
405096	5428335	JU2054	NIC1692
412169	5430824	JU2054	NIC1693
78344	5501710	JU2054	NIC17
446121	5438676	JU2054	NIC174
98817	5581521	JU2054	NIC187
97287	5577481	JU2054	NIC188
396273	5410583	JU2054	NIC19
90422	5588352	JU2054	NIC191
399552	5407733	JU2054	NIC20
393944	5352433	JU2054	NIC21
400062	5436315	JU2054	NIC22
129008	5524344	JU2054	NIC2369
79281	5433652	JU2054	NIC248
84880	5515421	JU2054	NIC250
78404	5592049	JU2054	NIC2527
117685	5479373	JU2054	NIC309
120735	5550061	JU2054	NIC325
128237	5543515	JU2054	NIC327
122997	5510719	JU2054	NIC329
123586	5544394	JU2054	NIC330
123905	5516351	JU2054	NIC331
119199	5508197	JU2054	NIC332
124216	5534806	JU2054	NIC333
72760	5578182	JU2054	NIC343
96126	5570539	JU2054	NIC392
119475	5510820	JU2054	NIC400
120050	5321226	JU2054	NIC402
126156	5543585	JU2054	NIC419
412269	5432338	JU2054	NIC504
406761	5374976	JU2054	NIC505
403482	5323955	JU2054	NIC518
410313	5422216	JU2054	NIC519
90812	5493550	JU2054	NIC532
123496	5542766	JU2054	NIC541
84206	5578873	JU2054	NIC549
82775	5562502	JU2054	NIC552
84067	5542501	JU2054	NIC555
88296	5494930	JU2054	NIC574
93427	5579825	JU2054	NIC578
87500	5555675	JU2054	NIC583
95243	5579202	JU2054	NIC590
82522	5486152	JU2054	NIC593
112157	5571810	JU2054	NIC60
85756	5586191	JU2054	NIC61
106629	5522644	JU2054	NIC62
136612	5541876	JU2054	NIC67
91089	5491468	JU2054	NIC758
108541	5574494	JU2054	NIC777
412741	5375797	JU2054	NIC779
74641	5546078	JU2054	NIC790
161888	5527178	JU2054	NIC791
119384	5513187	JU2054	NIC792
66950	5588890	JU2054	NIC793
76264	5474418	JU2054	NIC795
80874	5582660	JU2054	NIC796
75372	5583276	JU2054	NIC802
76072	5581047	JU2054	NIC803
413307	5423882	JU2054	NIC805
72122	5528725	JU2054	NIC811
410998	5348027	JU2054	NIC814
412219	5440947	JU2054	NIC815
403877	5439612	JU2054	NIC816
404563	5287031	JU2054	NIC819
82196	5570351	JU2054	NIC821
411881	5388130	JU2054	NIC822
412083	5427921	JU2054	NIC824
403943	5441420	JU2054	NIC825
402315	5388827	JU2054	NIC827
403231	5447918	JU2054	NIC828
412506	5424485	JU2054	NIC863
410282	5400187	JU2054	NIC864
411393	5414698	JU2054	NIC865
72727	5502650	JU2054	NIC871
73418	5509236	JU2054	NIC883
410117	5413232	JU2054	NIC889
430782	5349547	JU2054	NIC893
412248	5432437	JU2054	NIC897
438245	5311515	JU2054	NIC899
77136	5567954	JU2054	NIC901
77871	5367767	JU2054	NIC911
125951	5560533	JU2054	NIC96
78674	5548867	JU2054	NIC984
92168	5526602	JU2054	NIC985
416394	5060533	JU2054	PB800
446099	5443537	JU2054	PB857
74843	5592089	JU2054	PE887
134298	5501559	JU2054	QG1005
147165	5517251	JU2054	QG1007
144582	5521264	JU2054	QG1111
147811	5556584	JU2054	QG1126
133848	5529797	JU2054	QG1141
133384	5517655	JU2054	QG1155
72422	5572445	JU2054	QG130
92118	5507487	JU2054	QG132
400882	5443421	JU2054	QG133
155089	5534696	JU2054	QG2641
149060	5543756	JU2054	QG2648
145348	5540633	JU2054	QG2659
137055	5550004	JU2054	QG2663
163388	5527975	JU2054	QG2665
134051	5510226	JU2054	QG2683
145619	5516966	JU2054	QG2736
75831	5558922	JU2054	QG2814
86261	5576181	JU2054	QG2820
75742	5542384	JU2054	QG2848
182445	5502865	JU2054	QG2880
69395	5566739	JU2054	QG2881
68626	5509401	JU2054	QG2883
186149	5492468	JU2054	QG2884
900408	5273774	JU2054	QG2891
185505	5495977	JU2054	QG2892
902430	5303529	JU2054	QG2893
182043	5477428	JU2054	QG2895
182065	5522223	JU2054	QG2902
185847	5489773	JU2054	QG2903
178459	5483111	JU2054	QG2906
897060	5276903	JU2054	QG2908
78056	5560303	JU2054	QG2910
899909	5266086	JU2054	QG2919
183406	5493669	JU2054	QG2923
185823	5496069	JU2054	QG2925
133086	5538051	JU2054	QG2964
121121	5535473	JU2054	QG2966
145399	5545088	JU2054	QG2969
135715	5480733	JU2054	QG2972
148119	5542616	JU2054	QG2996
139436	5523250	JU2054	QG3004
147633	5537495	JU2054	QG3006
141758	5532783	JU2054	QG3019
149479	5523679	JU2054	QG3025
148487	5518512	JU2054	QG3030
126785	5533683	JU2054	QG3032
149201	5527686	JU2054	QG3034
137701	5523076	JU2054	QG3041
84069	5562877	JU2054	QG3053
120289	5554496	JU2054	QG3056
150813	5520626	JU2054	QG3057
144518	5538021	JU2054	QG3058
100442	5497447	JU2054	QG3527
445030	5431017	JU2054	QG3661
81233	5519850	JU2054	QG3783
137135	5453446	JU2054	QG3801
89511	5419016	JU2054	QG3815
83427	5513529	JU2054	QG3816
142638	5540125	JU2054	QG3823
90216	5564904	JU2054	QG3825
89753	5479643	JU2054	QG3826
90002	5556486	JU2054	QG3837
84450	5549863	JU2054	QG3851
79804	5463085	JU2054	QG3861
138392	5496521	JU2054	QG3867
88852	5565504	JU2054	QG3874
94365	5573345	JU2054	QG3875
85152	5551177	JU2054	QG3876
93615	5574020	JU2054	QG3878
94809	5570523	JU2054	QG3920
92653	5555662	JU2054	QG3921
96047	5573009	JU2054	QG3923
108717	5560431	JU2054	QG3924
112401	5562834	JU2054	QG3925
102049	5569141	JU2054	QG3926
104563	5562225	JU2054	QG3927
114421	5536030	JU2054	QG3931
99812	5557626	JU2054	QG3932
74338	5538797	JU2054	QG3933
887499	5207960	JU2054	QG4026
895518	5274416	JU2054	QG4028
897226	5284396	JU2054	QG4031
902935	5287656	JU2054	QG4063
898806	5260902	JU2054	QG4064
904365	5306089	JU2054	QG4067
904115	5305331	JU2054	QG4068
69819	5585189	JU2054	QG4070
897167	5267443	JU2054	QG4093
898083	5249317	JU2054	QG4094
900229	5261235	JU2054	QG4095
903619	5290858	JU2054	QG4096
900002	5262396	JU2054	QG4097
898305	5254826	JU2054	QG4104
897626	5252949	JU2054	QG4114
901785	5283845	JU2054	QG4131
903902	5299521	JU2054	QG4132
897581	5281072	JU2054	QG4208
905227	5310388	JU2054	QG4214
901162	5268465	JU2054	QG4225
898547	5270085	JU2054	QG4232
896410	5250209	JU2054	QG4233
173668	5542748	JU2054	QG4647
95016	5568201	JU2054	QG4648
86855	5574266	JU2054	QG4683
150905	5545718	JU2054	QG4701
102858	5562281	JU2054	QG4706
102823	5583721	JU2054	QG4718
90224	5585897	JU2054	QG4742
180423	5518607	JU2054	QG4805
82099	5577758	JU2054	QG4847
104890	5566116	JU2054	QG4966
98346	5568807	JU2054	QG5348
90394	5551038	JU2054	QG5406
442148	5387098	JU2054	QG547
141387	5553276	JU2054	QG5474
89042	5579651	JU2054	QG5488
108260	5554215	JU2054	QG550
110111	5565805	JU2054	QG5507
100674	5564166	JU2054	QG5525
157211	5555933	JU2054	QG5589
149853	5543616	JU2054	QG5603
104142	5548355	JU2054	QG5611
87435	5567952	JU2054	QG5612
106684	5569130	JU2054	QG5633
444495	5407709	JU2054	QG581
447665	5442662	JU2054	QG588
133065	5548990	JU2054	QG700
132222	5499456	JU2054	QG727
133801	5505021	JU2054	QG733
142988	5506197	JU2054	QG736
137168	5520974	JU2054	QG737
138225	5524414	JU2054	QG739
128154	5499474	JU2054	QG761
138746	5505141	JU2054	QG763
142995	5500522	JU2054	QG776
130295	5525330	JU2054	QG781
155509	5521641	JU2054	QG784
143763	5507453	JU2054	QG786
130727	5505255	JU2054	QG788
143925	5448366	JU2054	QG790
142942	5514571	JU2054	QG791
127941	5511983	JU2054	QG795
148005	5509028	JU2054	QG797
129021	5522966	JU2054	QG802
155472	5501884	JU2054	QG804
133828	5510435	JU2054	QG806
131453	5490836	JU2054	QG807
140384	5498607	JU2054	QG808
158736	5527564	JU2054	QG809
124629	5517298	JU2054	QG825
138434	5457113	JU2054	QG827
132336	5474758	JU2054	QG828
127812	5456548	JU2054	QG833
153902	5515925	JU2054	QG855
133947	5506526	JU2054	QG856
155616	5513622	JU2054	QG858
131843	5406978	JU2054	QG860
154418	5502301	JU2054	QG864
134323	5531429	JU2054	QG865
129385	5540922	JU2054	QG866
131860	5494423	JU2054	QG868
128207	5534989	JU2054	QG874
157678	5422369	JU2054	QG875
130213	5481495	JU2054	QG878
133871	5522902	JU2054	QG879
139746	5399301	JU2054	QG880
132275	5500155	JU2054	QG881
131284	5523332	JU2054	QG887
153837	5507157	JU2054	QG888
137207	5507576	JU2054	QG926
88960	5529598	JU2054	QG927
148361	5492455	JU2054	QG933
144574	5512854	JU2054	QG937
148456	5452616	JU2054	QG945
149139	5508170	JU2054	QG946
139806	5527295	JU2054	QG947
121399	5499141	JU2054	QG948
127724	5467616	JU2054	QG952
152048	5517647	JU2054	QG978
138791	5515487	JU2054	QG980
125856	5541350	JU2054	QG986
127213	5488026	JU2054	QG991
153342	5533394	JU2054	QG994
132755	5548000	JU2054	QG995
134261	5520105	JU2054	QG997
144759	5544573	JU2054	QG998
440282	5421570	JU2054	QR25
84577	5616877	JU2054	QX1410
435174	5298371	JU2054	QX1547
82062	5559931	JU2054	QX1795
67846	5547103	JU2054	QX1796
317551	5377863	JU2054	QX1798
80068	5476096	JU2054	QX1800
80367	5578233	JU2054	QX1801
61653	5575678	JU2054	QX1802
66553	5566135	JU2054	QX1803
73807	5522665	JU2054	QX1804
444878	5425371	JU2054	SOW18
443567	5420397	JU2054	SOW21
444586	5417630	JU2054	SOW22
77934	5589517	JU2054	TT3408
75252	5591068	JU2054	TT3411
412923	5440808	JU2054	TWN1772
401539	5423714	JU2054	TWN1824
393435	5347524	JU2054	TWN1899
412141	5441746	JU2054	TWN1907
410274	5411199	JU2054	TWN2919
406956	5362657	JU2054	TWN3077
413823	5439261	JU2054	UH1
118648	5516580	JU2054	VSL2201
881018	5322452	JU2054	VSL2207
880313	5316357	JU2054	VSL2209
86090	5565061	JU2054	VSL2210
83072	5575293	JU2054	VSL2212
155568	5527192	JU2054	VSL2213
130722	5533323	JU2054	VSL2215
148076	5531341	JU2054	VSL2216
192192	5506774	JU2054	VSL2217
88833	5556743	JU2054	VSL2219
76718	5532828	JU2054	VT847
430584	5432288	JU2054	VX34
102793	5570360	JU2054	XZ1204
129994	5533652	JU2054	XZ1205
127757	5542375	JU2054	XZ1206
81877	5534372	JU2054	XZ1207
77057	5578061	JU2054	XZ1210
68790	5588007	JU2054	XZ1212
72925	5576798	JU2054	XZ1213
75347	5583868	JU2054	XZ1731
76110	5588427	JU2054	XZ1732
186472	5514375	JU2054	ZZY0992
70826	5552843	JU2054	ZZY1034
69484	5593623	JU2054	ZZY1075
180995	5491448	JU2054	ZZY1123
71845	5591921	JU2054	ZZY1130
68774	5592734	JU2054	ZZY405
198266	5495117	JU2056	JU2057
193044	5317148	JU2056	JU2160
199771	5471354	JU2056	JU2162
113458	5540345	JU2056	JU2214
410430	5412339	JU2056	JU2216
231703	5365190	JU2056	JU2457
200199	5453389	JU2056	JU2470
79325	5543715	JU2056	JU2472
182562	5463871	JU2056	JU2507
132514	5526330	JU2056	JU2518
440605	5355666	JU2056	JU2536
134599	5553899	JU2056	JU2618
76155	5547148	JU2056	JU2799
103541	5577600	JU2056	JU2836
128370	5497852	JU2056	JU2849
78743	5584748	JU2056	JU2861
79276	5576773	JU2056	JU2868
446024	5413186	JU2056	JU2872
104557	5571187	JU2056	JU2910
490727	5401450	JU2056	JU3168
77178	5589736	JU2056	JU3171
881140	5300279	JU2056	JU3199
876544	5290319	JU2056	JU3200
878206	5281281	JU2056	JU3201
874349	5294110	JU2056	JU3202
873213	5269129	JU2056	JU3203
877686	5274220	JU2056	JU3206
91033	5531759	JU2056	JU3207
202879	5482676	JU2056	JU3237
72968	5558824	JU2056	JU3281
121065	5554111	JU2056	JU3319
89323	5581447	JU2056	JU3321
429331	5416961	JU2056	JU3326
96663	5579524	JU2056	JU3327
448460	5462114	JU2056	JU3416
83488	5136843	JU2056	JU356
84475	5575520	JU2056	JU4042
140207	5508632	JU2056	JU4051
144269	5501285	JU2056	JU4058
139984	5418643	JU2056	JU4060
144412	5512879	JU2056	JU4062
142280	5474304	JU2056	JU4064
75175	5582752	JU2056	JU4080
154472	5515070	JU2056	JU4084
150491	5509984	JU2056	JU4097
122006	5547151	JU2056	JU725
77556	5578307	JU2056	MY2716
73846	5592844	JU2056	MY539
50616	5176729	JU2056	MY681
132972	5515741	JU2056	NIC1050
136119	5470722	JU2056	NIC1052
125002	5445419	JU2056	NIC1054
131670	5537534	JU2056	NIC1055
142376	5529403	JU2056	NIC1057
132037	5471422	JU2056	NIC1058
132435	5511415	JU2056	NIC1059
128891	5540671	JU2056	NIC1060
110239	5561370	JU2056	NIC1062
95400	5518261	JU2056	NIC1069
126201	5544099	JU2056	NIC1103
83275	5556073	JU2056	NIC1104
100756	5474918	JU2056	NIC1106
75526	5509387	JU2056	NIC1117
149713	5516179	JU2056	NIC1123
137513	5517132	JU2056	NIC1124
136504	5430052	JU2056	NIC1135
137162	5522521	JU2056	NIC1138
133231	5517137	JU2056	NIC1141
107184	5587832	JU2056	NIC115
98417	5589600	JU2056	NIC117
132945	5539119	JU2056	NIC1183
103205	5583183	JU2056	NIC119
129264	5518692	JU2056	NIC1190
88214	5563245	JU2056	NIC1202
95323	5536184	JU2056	NIC1204
409374	5417858	JU2056	NIC1205
87946	5555142	JU2056	NIC1218
406055	5358052	JU2056	NIC1220
94979	5460017	JU2056	NIC1221
99916	5602509	JU2056	NIC123
108134	5562506	JU2056	NIC1267
120377	5551288	JU2056	NIC1283
133558	5535169	JU2056	NIC1288
124361	5571676	JU2056	NIC1292
116916	5529482	JU2056	NIC1302
127613	5517096	JU2056	NIC1304
117426	5556083	JU2056	NIC1308
124190	5549730	JU2056	NIC1407
108437	5540218	JU2056	NIC1421
131278	5572238	JU2056	NIC1423
122426	5482179	JU2056	NIC1442
123390	5537820	JU2056	NIC1491
91566	5542355	JU2056	NIC1525
87995	5580455	JU2056	NIC1528
88017	5551969	JU2056	NIC1529
88959	5557938	JU2056	NIC1533
90027	5551097	JU2056	NIC1535
410134	5411840	JU2056	NIC1539
399568	5433201	JU2056	NIC1540
410439	5404906	JU2056	NIC1562
397386	5401081	JU2056	NIC1589
410634	5424857	JU2056	NIC1590
400819	5429861	JU2056	NIC1591
394373	5413503	JU2056	NIC1593
408284	5435825	JU2056	NIC1595
401973	5419488	JU2056	NIC1598
411571	5422612	JU2056	NIC1602
419226	5400556	JU2056	NIC1607
82077	5573215	JU2056	NIC1628
411862	5428761	JU2056	NIC1630
411912	5415994	JU2056	NIC1631
443228	5349138	JU2056	NIC1632
445039	5393957	JU2056	NIC1633
448197	5427964	JU2056	NIC1635
414455	5460338	JU2056	NIC1645
400879	5266849	JU2056	NIC1660
408013	5402554	JU2056	NIC1661
409367	5390634	JU2056	NIC1662
411213	5401273	JU2056	NIC1663
400137	5421209	JU2056	NIC1664
401663	5434441	JU2056	NIC1665
412646	5426306	JU2056	NIC1666
412321	5423143	JU2056	NIC1667
412870	5418375	JU2056	NIC1681
83972	5567333	JU2056	NIC1688
405576	5435364	JU2056	NIC1692
411663	5437373	JU2056	NIC1693
84774	5503947	JU2056	NIC17
448627	5443549	JU2056	NIC174
105104	5586147	JU2056	NIC187
104318	5583890	JU2056	NIC188
396184	5416603	JU2056	NIC19
98787	5594964	JU2056	NIC191
400368	5411163	JU2056	NIC20
395122	5358871	JU2056	NIC21
401092	5439877	JU2056	NIC22
133175	5527169	JU2056	NIC2369
92667	5434778	JU2056	NIC248
94999	5520208	JU2056	NIC250
83202	5594664	JU2056	NIC2527
112790	5486909	JU2056	NIC309
116575	5557497	JU2056	NIC325
123375	5549868	JU2056	NIC327
120075	5518456	JU2056	NIC329
124501	5551897	JU2056	NIC330
115936	5524294	JU2056	NIC331
116687	5517854	JU2056	NIC332
124774	5542975	JU2056	NIC333
80523	5581868	JU2056	NIC343
92403	5580680	JU2056	NIC392
117562	5517785	JU2056	NIC400
116623	5327443	JU2056	NIC402
130188	5547462	JU2056	NIC419
412162	5435574	JU2056	NIC504
406461	5379386	JU2056	NIC505
402277	5329359	JU2056	NIC518
410665	5425695	JU2056	NIC519
93739	5501122	JU2056	NIC532
126891	5548295	JU2056	NIC541
89333	5582409	JU2056	NIC549
87058	5565096	JU2056	NIC552
98581	5545733	JU2056	NIC555
93504	5496648	JU2056	NIC574
97079	5589374	JU2056	NIC578
101184	5561008	JU2056	NIC583
110447	5581513	JU2056	NIC590
87088	5489383	JU2056	NIC593
110740	5580942	JU2056	NIC60
81550	5592669	JU2056	NIC61
102266	5526617	JU2056	NIC62
138726	5546299	JU2056	NIC67
108680	5492880	JU2056	NIC758
107619	5580614	JU2056	NIC777
412721	5382357	JU2056	NIC779
85175	5548370	JU2056	NIC790
157074	5531374	JU2056	NIC791
115619	5517881	JU2056	NIC792
74365	5594077	JU2056	NIC793
88554	5475577	JU2056	NIC795
85720	5586135	JU2056	NIC796
84119	5586159	JU2056	NIC802
88242	5581632	JU2056	NIC803
412367	5430646	JU2056	NIC805
73943	5534974	JU2056	NIC811
409768	5354639	JU2056	NIC814
412046	5447637	JU2056	NIC815
405210	5447479	JU2056	NIC816
405510	5290284	JU2056	NIC819
89117	5572138	JU2056	NIC821
412417	5391901	JU2056	NIC822
411197	5434029	JU2056	NIC824
405646	5446052	JU2056	NIC825
403317	5395615	JU2056	NIC827
404341	5456218	JU2056	NIC828
412286	5431595	JU2056	NIC863
409964	5406468	JU2056	NIC864
411242	5420997	JU2056	NIC865
84903	5502429	JU2056	NIC871
79881	5512517	JU2056	NIC883
409790	5419836	JU2056	NIC889
431940	5353662	JU2056	NIC893
412574	5438785	JU2056	NIC897
440123	5316052	JU2056	NIC899
82415	5570184	JU2056	NIC901
79513	5377046	JU2056	NIC911
124567	5570879	JU2056	NIC96
80081	5557027	JU2056	NIC984
92533	5531137	JU2056	NIC985
418441	5061092	JU2056	PB800
448546	5446494	JU2056	PB857
78420	5595111	JU2056	PE887
127813	5511978	JU2056	QG1005
146302	5524557	JU2056	QG1007
147150	5527766	JU2056	QG1111
147214	5564390	JU2056	QG1126
131618	5535628	JU2056	QG1141
131290	5525491	JU2056	QG1155
61166	5581678	JU2056	QG130
83939	5519946	JU2056	QG132
401469	5447627	JU2056	QG133
152185	5542557	JU2056	QG2641
146167	5551320	JU2056	QG2648
142745	5545813	JU2056	QG2659
138892	5559041	JU2056	QG2663
154947	5538377	JU2056	QG2665
128558	5516374	JU2056	QG2683
137703	5526769	JU2056	QG2736
79085	5562722	JU2056	QG2814
88195	5580536	JU2056	QG2820
82141	5546514	JU2056	QG2848
180952	5506908	JU2056	QG2880
68105	5575055	JU2056	QG2881
64475	5519308	JU2056	QG2883
183914	5497559	JU2056	QG2884
901204	5277620	JU2056	QG2891
184762	5500523	JU2056	QG2892
903469	5308770	JU2056	QG2893
182934	5478692	JU2056	QG2895
183855	5523305	JU2056	QG2902
184650	5493845	JU2056	QG2903
178932	5484978	JU2056	QG2906
898366	5282167	JU2056	QG2908
85139	5563058	JU2056	QG2910
900420	5267738	JU2056	QG2919
182008	5497762	JU2056	QG2923
183755	5500890	JU2056	QG2925
128880	5547599	JU2056	QG2964
117916	5544115	JU2056	QG2966
142880	5553180	JU2056	QG2969
133355	5488812	JU2056	QG2972
145349	5550273	JU2056	QG2996
132876	5530695	JU2056	QG3004
145426	5542578	JU2056	QG3006
142031	5542960	JU2056	QG3019
148193	5530437	JU2056	QG3025
145673	5522272	JU2056	QG3030
125817	5540462	JU2056	QG3032
146582	5532023	JU2056	QG3034
136274	5529554	JU2056	QG3041
92799	5565547	JU2056	QG3053
118712	5563208	JU2056	QG3056
145213	5527744	JU2056	QG3057
140285	5544969	JU2056	QG3058
104460	5501150	JU2056	QG3527
447874	5436431	JU2056	QG3661
90945	5523740	JU2056	QG3783
136034	5459485	JU2056	QG3801
95827	5421976	JU2056	QG3815
87834	5517660	JU2056	QG3816
142809	5546711	JU2056	QG3823
100289	5566559	JU2056	QG3825
92675	5484819	JU2056	QG3826
99765	5559018	JU2056	QG3837
93976	5552859	JU2056	QG3851
89658	5464732	JU2056	QG3861
137081	5504315	JU2056	QG3867
95637	5570295	JU2056	QG3874
95077	5580690	JU2056	QG3875
93800	5555109	JU2056	QG3876
95990	5580909	JU2056	QG3878
93565	5578666	JU2056	QG3920
94098	5562795	JU2056	QG3921
100305	5579864	JU2056	QG3923
110719	5564503	JU2056	QG3924
114444	5571988	JU2056	QG3925
97313	5578877	JU2056	QG3926
104544	5568081	JU2056	QG3927
115614	5541913	JU2056	QG3931
104808	5562484	JU2056	QG3932
80936	5541937	JU2056	QG3933
888604	5210989	JU2056	QG4026
896274	5276933	JU2056	QG4028
898306	5288061	JU2056	QG4031
903771	5291509	JU2056	QG4063
899303	5264865	JU2056	QG4064
905201	5310164	JU2056	QG4067
904958	5309073	JU2056	QG4068
66637	5590454	JU2056	QG4070
898123	5271940	JU2056	QG4093
898951	5253580	JU2056	QG4094
900905	5265359	JU2056	QG4095
904347	5294364	JU2056	QG4096
900776	5266286	JU2056	QG4097
898831	5258503	JU2056	QG4104
898378	5257246	JU2056	QG4114
902681	5288288	JU2056	QG4131
904783	5303577	JU2056	QG4132
898728	5285464	JU2056	QG4208
906075	5314246	JU2056	QG4214
901912	5271943	JU2056	QG4225
899460	5274411	JU2056	QG4232
897353	5254390	JU2056	QG4233
166798	5547556	JU2056	QG4647
98909	5572636	JU2056	QG4648
90166	5578715	JU2056	QG4683
148454	5553339	JU2056	QG4701
108101	5570764	JU2056	QG4706
105021	5588356	JU2056	QG4718
91017	5592859	JU2056	QG4742
173733	5522179	JU2056	QG4805
73324	5591938	JU2056	QG4847
109716	5570583	JU2056	QG4966
104910	5577623	JU2056	QG5348
90538	5556255	JU2056	QG5406
444867	5388124	JU2056	QG547
143358	5558459	JU2056	QG5474
95333	5585666	JU2056	QG5488
114986	5560328	JU2056	QG550
111487	5574921	JU2056	QG5507
110966	5564911	JU2056	QG5525
154732	5558772	JU2056	QG5589
