discordance	sites	i	j
173356	5502765	QG994	VSL2217
152691	5531420	QG994	VSL2219
155425	5498507	QG994	VT847
435794	5424087	QG994	VX34
148256	5552086	QG994	XZ1204
163190	5516345	QG994	XZ1205
160839	5526667	QG994	XZ1206
151259	5501540	QG994	XZ1207
143480	5549755	QG994	XZ1210
144857	5557039	QG994	XZ1212
145269	5549963	QG994	XZ1213
149927	5552727	QG994	XZ1731
148384	5557845	QG994	XZ1732
162405	5512944	QG994	ZZY0992
146969	5521538	QG994	ZZY1034
148767	5559990	QG994	ZZY1075
159125	5488861	QG994	ZZY1123
149908	5558961	QG994	ZZY1130
153032	5558265	QG994	ZZY405
61896	5549484	QG995	QG997
96098	5564648	QG995	QG998
444696	5416769	QG995	QR25
136533	5603936	QG995	QX1410
439020	5291830	QG995	QX1547
130194	5541098	QG995	QX1795
124800	5529084	QG995	QX1796
326087	5370771	QG995	QX1798
130312	5463568	QG995	QX1800
132315	5562390	QG995	QX1801
123528	5552486	QG995	QX1802
137984	5544589	QG995	QX1803
127771	5505160	QG995	QX1804
448612	5420837	QG995	SOW18
447231	5417239	QG995	SOW21
448735	5414794	QG995	SOW22
130267	5572278	QG995	TT3408
124993	5572023	QG995	TT3411
413571	5437702	QG995	TWN1772
401770	5422472	QG995	TWN1824
392711	5347871	QG995	TWN1899
412359	5440370	QG995	TWN1907
411089	5408967	QG995	TWN2919
407893	5362830	QG995	TWN3077
413956	5439636	QG995	UH1
156016	5509102	QG995	VSL2201
883293	5322532	QG995	VSL2207
882092	5317711	QG995	VSL2209
134122	5553826	QG995	VSL2210
131738	5561155	QG995	VSL2212
172133	5525183	QG995	VSL2213
167472	5526043	QG995	VSL2215
169019	5526826	QG995	VSL2216
177832	5508010	QG995	VSL2217
128886	5545624	QG995	VSL2219
124448	5514715	QG995	VT847
433609	5431678	QG995	VX34
133601	5565169	QG995	XZ1204
151764	5532178	QG995	XZ1205
149748	5539293	QG995	XZ1206
133138	5515163	QG995	XZ1207
116453	5565641	QG995	XZ1210
128502	5569047	QG995	XZ1212
120998	5564606	QG995	XZ1213
128565	5568711	QG995	XZ1731
129559	5571165	QG995	XZ1732
166395	5517922	QG995	ZZY0992
133154	5533035	QG995	ZZY1034
122204	5574078	QG995	ZZY1075
166170	5496143	QG995	ZZY1123
125663	5572972	QG995	ZZY1130
124872	5573497	QG995	ZZY405
86568	5543658	QG997	QG998
442894	5391989	QG997	QR25
142749	5575895	QG997	QX1410
435936	5270988	QG997	QX1547
139044	5513160	QG997	QX1795
135864	5501627	QG997	QX1796
326353	5345696	QG997	QX1798
138745	5438239	QG997	QX1800
141754	5533969	QG997	QX1801
130782	5524254	QG997	QX1802
146492	5517477	QG997	QX1803
137815	5477032	QG997	QX1804
445747	5398618	QG997	SOW18
445134	5393390	QG997	SOW21
445115	5392424	QG997	SOW22
142842	5543729	QG997	TT3408
137807	5542986	QG997	TT3411
411546	5413785	QG997	TWN1772
400641	5397318	QG997	TWN1824
391683	5325778	QG997	TWN1899
410849	5413976	QG997	TWN1907
409102	5385138	QG997	TWN2919
405431	5338758	QG997	TWN3077
412271	5413601	QG997	UH1
162663	5480911	QG997	VSL2201
879100	5296581	QG997	VSL2207
876672	5291589	QG997	VSL2209
143460	5524229	QG997	VSL2210
143467	5529864	QG997	VSL2212
178671	5495977	QG997	VSL2213
172027	5498879	QG997	VSL2215
173821	5498721	QG997	VSL2216
177662	5484420	QG997	VSL2217
144686	5516495	QG997	VSL2219
132572	5486793	QG997	VT847
432132	5406062	QG997	VX34
149746	5535197	QG997	XZ1204
161092	5499006	QG997	XZ1205
158725	5509112	QG997	XZ1206
139525	5488090	QG997	XZ1207
134249	5537647	QG997	XZ1210
139803	5539852	QG997	XZ1212
136015	5533844	QG997	XZ1213
145529	5536411	QG997	XZ1731
145516	5542324	QG997	XZ1732
164928	5491861	QG997	ZZY0992
143722	5506279	QG997	ZZY1034
133323	5545661	QG997	ZZY1075
162078	5471272	QG997	ZZY1123
136434	5544747	QG997	ZZY1130
139945	5541740	QG997	ZZY405
444388	5417282	QG998	QR25
139664	5604009	QG998	QX1410
436709	5291825	QG998	QX1547
144049	5539338	QG998	QX1795
136817	5528547	QG998	QX1796
328830	5370992	QG998	QX1798
141887	5460293	QG998	QX1800
145463	5560558	QG998	QX1801
131859	5552033	QG998	QX1802
139723	5545113	QG998	QX1803
136341	5503455	QG998	QX1804
447143	5422548	QG998	SOW18
446381	5417902	QG998	SOW21
446581	5416930	QG998	SOW22
141665	5572081	QG998	TT3408
141400	5570021	QG998	TT3411
414667	5439520	QG998	TWN1772
403668	5421330	QG998	TWN1824
394721	5347328	QG998	TWN1899
412766	5440799	QG998	TWN1907
411274	5410459	QG998	TWN2919
408172	5362543	QG998	TWN3077
415218	5440400	QG998	UH1
161472	5507270	QG998	VSL2201
882418	5322211	QG998	VSL2207
880245	5316883	QG998	VSL2209
138679	5552694	QG998	VSL2210
141511	5558131	QG998	VSL2212
179371	5522926	QG998	VSL2213
165187	5525707	QG998	VSL2215
170675	5525525	QG998	VSL2216
171420	5510939	QG998	VSL2217
145206	5541840	QG998	VSL2219
146810	5509884	QG998	VT847
434531	5433089	QG998	VX34
147595	5561893	QG998	XZ1204
160789	5524735	QG998	XZ1205
158488	5535221	QG998	XZ1206
146188	5511949	QG998	XZ1207
135280	5561332	QG998	XZ1210
137611	5567875	QG998	XZ1212
139769	5560630	QG998	XZ1213
144829	5563749	QG998	XZ1731
139346	5569149	QG998	XZ1732
158318	5521406	QG998	ZZY0992
141424	5532279	QG998	ZZY1034
138986	5572953	QG998	ZZY1075
156181	5497027	QG998	ZZY1123
142852	5570972	QG998	ZZY1130
145547	5569637	QG998	ZZY405
444581	5477415	QR25	QX1410
345274	5234393	QR25	QX1547
439579	5416044	QR25	QX1795
439904	5401334	QR25	QX1796
399613	5273440	QR25	QX1798
434599	5337076	QR25	QX1800
441600	5431923	QR25	QX1801
440248	5426131	QR25	QX1802
441804	5417838	QR25	QX1803
438313	5377732	QR25	QX1804
353923	5356484	QR25	SOW18
351266	5356242	QR25	SOW21
352460	5353320	QR25	SOW22
443010	5443745	QR25	TT3408
442794	5444914	QR25	TT3411
446412	5354794	QR25	TWN1772
419853	5345172	QR25	TWN1824
415303	5269117	QR25	TWN1899
446714	5354100	QR25	TWN1907
445009	5323726	QR25	TWN2919
442325	5276261	QR25	TWN3077
448232	5350807	QR25	UH1
440191	5387719	QR25	VSL2201
852177	5239345	QR25	VSL2207
852566	5235928	QR25	VSL2209
443074	5424478	QR25	VSL2210
443557	5431431	QR25	VSL2212
441276	5405873	QR25	VSL2213
441329	5404117	QR25	VSL2215
441874	5404930	QR25	VSL2216
447667	5385954	QR25	VSL2217
442287	5418247	QR25	VSL2219
438418	5386036	QR25	VT847
360880	5364409	QR25	VX34
440508	5431597	QR25	XZ1204
436464	5404135	QR25	XZ1205
436737	5410434	QR25	XZ1206
438921	5391410	QR25	XZ1207
440917	5432364	QR25	XZ1210
443762	5440558	QR25	XZ1212
442368	5432754	QR25	XZ1213
442852	5438899	QR25	XZ1731
442824	5443562	QR25	XZ1732
442485	5394466	QR25	ZZY0992
440354	5408865	QR25	ZZY1034
442574	5445568	QR25	ZZY1075
439637	5370917	QR25	ZZY1123
443024	5444706	QR25	ZZY1130
442682	5443490	QR25	ZZY405
439615	5351273	QX1410	QX1547
92711	5608513	QX1410	QX1795
90505	5592853	QX1410	QX1796
321667	5434633	QX1410	QX1798
96188	5525358	QX1410	QX1800
96815	5625784	QX1410	QX1801
86404	5623495	QX1410	QX1802
86528	5616551	QX1410	QX1803
95443	5565711	QX1410	QX1804
449481	5484562	QX1410	SOW18
447713	5479829	QX1410	SOW21
449337	5477757	QX1410	SOW22
90352	5643144	QX1410	TT3408
83884	5642063	QX1410	TT3411
416558	5499209	QX1410	TWN1772
403483	5480335	QX1410	TWN1824
394282	5405272	QX1410	TWN1899
414582	5501484	QX1410	TWN1907
413195	5466762	QX1410	TWN2919
410255	5416985	QX1410	TWN3077
416852	5498289	QX1410	UH1
127697	5570498	QX1410	VSL2201
887455	5381738	QX1410	VSL2207
885741	5375679	QX1410	VSL2209
89562	5619759	QX1410	VSL2210
90354	5627539	QX1410	VSL2212
157923	5586810	QX1410	VSL2213
144499	5588154	QX1410	VSL2215
152557	5586611	QX1410	VSL2216
194207	5561930	QX1410	VSL2217
89627	5614857	QX1410	VSL2219
89129	5579178	QX1410	VT847
434230	5491384	QX1410	VX34
112144	5626084	QX1410	XZ1204
140407	5585961	QX1410	XZ1205
137156	5595549	QX1410	XZ1206
84271	5587157	QX1410	XZ1207
84712	5630845	QX1410	XZ1210
82970	5639885	QX1410	XZ1212
81651	5632633	QX1410	XZ1213
88402	5636082	QX1410	XZ1731
76853	5643149	QX1410	XZ1732
190466	5568255	QX1410	ZZY0992
85948	5603761	QX1410	ZZY1034
88151	5643385	QX1410	ZZY1075
185472	5542979	QX1410	ZZY1123
91054	5642340	QX1410	ZZY1130
87519	5642255	QX1410	ZZY405
434449	5294695	QX1547	QX1795
434931	5280187	QX1547	QX1796
395603	5159062	QX1547	QX1798
430366	5222327	QX1547	QX1800
436139	5307916	QX1547	QX1801
434983	5303552	QX1547	QX1802
436499	5297988	QX1547	QX1803
433582	5259960	QX1547	QX1804
47930	5312238	QX1547	SOW18
44926	5306246	QX1547	SOW21
33074	5308097	QX1547	SOW22
436968	5319137	QX1547	TT3408
437345	5318910	QX1547	TT3411
444930	5230723	QX1547	TWN1772
419220	5222377	QX1547	TWN1824
414282	5162910	QX1547	TWN1899
444132	5232753	QX1547	TWN1907
442252	5206897	QX1547	TWN2919
440000	5164838	QX1547	TWN3077
443987	5229995	QX1547	UH1
437085	5266258	QX1547	VSL2201
839246	5118516	QX1547	VSL2207
839165	5114382	QX1547	VSL2209
437781	5301963	QX1547	VSL2210
437482	5308197	QX1547	VSL2212
437222	5281350	QX1547	VSL2213
436756	5281303	QX1547	VSL2215
438444	5282744	QX1547	VSL2216
439598	5265142	QX1547	VSL2217
437914	5296828	QX1547	VSL2219
432353	5264305	QX1547	VT847
363541	5241753	QX1547	VX34
437101	5306219	QX1547	XZ1204
431735	5281956	QX1547	XZ1205
431957	5286947	QX1547	XZ1206
433774	5271740	QX1547	XZ1207
437022	5311585	QX1547	XZ1210
438996	5317246	QX1547	XZ1212
437008	5307303	QX1547	XZ1213
437115	5314858	QX1547	XZ1731
438310	5320467	QX1547	XZ1732
436789	5271259	QX1547	ZZY0992
435316	5288643	QX1547	ZZY1034
436386	5319002	QX1547	ZZY1075
434848	5250311	QX1547	ZZY1123
437014	5318354	QX1547	ZZY1130
436955	5317852	QX1547	ZZY405
74805	5544935	QX1795	QX1796
318600	5372710	QX1795	QX1798
77946	5475427	QX1795	QX1800
82296	5573896	QX1795	QX1801
67610	5572197	QX1795	QX1802
87719	5555894	QX1795	QX1803
85513	5514782	QX1795	QX1804
444236	5420918	QX1795	SOW18
442212	5416353	QX1795	SOW21
443478	5414089	QX1795	SOW22
76793	5586287	QX1795	TT3408
64629	5588950	QX1795	TT3411
412598	5436372	QX1795	TWN1772
400417	5418832	QX1795	TWN1824
391879	5346319	QX1795	TWN1899
410664	5437218	QX1795	TWN1907
409057	5407023	QX1795	TWN2919
406518	5358600	QX1795	TWN3077
412954	5434598	QX1795	UH1
124505	5512968	QX1795	VSL2201
880274	5315315	QX1795	VSL2207
879719	5310033	QX1795	VSL2209
101355	5557019	QX1795	VSL2210
94098	5568321	QX1795	VSL2212
153174	5525647	QX1795	VSL2213
139513	5528296	QX1795	VSL2215
147652	5527360	QX1795	VSL2216
193084	5501501	QX1795	VSL2217
88195	5552343	QX1795	VSL2219
67726	5527194	QX1795	VT847
428223	5428848	QX1795	VX34
112067	5563923	QX1795	XZ1204
133675	5528746	QX1795	XZ1205
131744	5537781	QX1795	XZ1206
85669	5527439	QX1795	XZ1207
83066	5572713	QX1795	XZ1210
88078	5579403	QX1795	XZ1212
79053	5573143	QX1795	XZ1213
80242	5581218	QX1795	XZ1731
86260	5581918	QX1795	XZ1732
185793	5508933	QX1795	ZZY0992
73670	5547983	QX1795	ZZY1034
71956	5587565	QX1795	ZZY1075
180843	5487844	QX1795	ZZY1123
79316	5584376	QX1795	ZZY1130
66868	5587006	QX1795	ZZY405
313409	5361304	QX1796	QX1798
37969	5478845	QX1796	QX1800
45682	5573546	QX1796	QX1801
60398	5556078	QX1796	QX1802
67309	5546558	QX1796	QX1803
39422	5517782	QX1796	QX1804
444385	5405497	QX1796	SOW18
442791	5401140	QX1796	SOW21
444048	5398870	QX1796	SOW22
77455	5570571	QX1796	TT3408
72846	5572344	QX1796	TT3411
407855	5421921	QX1796	TWN1772
398028	5407513	QX1796	TWN1824
389859	5334093	QX1796	TWN1899
408111	5423249	QX1796	TWN1907
404802	5395965	QX1796	TWN2919
402873	5347545	QX1796	TWN3077
408770	5424390	QX1796	UH1
120463	5501755	QX1796	VSL2201
878830	5305150	QX1796	VSL2207
878309	5299344	QX1796	VSL2209
86032	5547305	QX1796	VSL2210
80787	5558314	QX1796	VSL2212
151430	5512401	QX1796	VSL2213
133843	5516312	QX1796	VSL2215
142883	5516286	QX1796	VSL2216
187813	5488357	QX1796	VSL2217
90391	5536974	QX1796	VSL2219
68955	5512600	QX1796	VT847
430759	5416649	QX1796	VX34
101233	5555512	QX1796	XZ1204
128704	5516401	QX1796	XZ1205
126842	5525361	QX1796	XZ1206
76617	5515069	QX1796	XZ1207
82598	5558987	QX1796	XZ1210
71194	5567634	QX1796	XZ1212
69028	5559886	QX1796	XZ1213
70860	5568587	QX1796	XZ1731
78427	5569055	QX1796	XZ1732
181646	5496428	QX1796	ZZY0992
69549	5534570	QX1796	ZZY1034
73317	5570803	QX1796	ZZY1075
179666	5473859	QX1796	ZZY1123
73553	5569863	QX1796	ZZY1130
72310	5572326	QX1796	ZZY405
311059	5297215	QX1798	QX1800
317229	5389617	QX1798	QX1801
316766	5382882	QX1798	QX1802
317051	5377670	QX1798	QX1803
312941	5334835	QX1798	QX1804
402928	5280437	QX1798	SOW18
403686	5275489	QX1798	SOW21
404495	5273254	QX1798	SOW22
320204	5401009	QX1798	TT3408
319390	5400918	QX1798	TT3411
77720	5336252	QX1798	TWN1772
344900	5283116	QX1798	TWN1824
336662	5211261	QX1798	TWN1899
81065	5333098	QX1798	TWN1907
77312	5309468	QX1798	TWN2919
74334	5264594	QX1798	TWN3077
28544	5350832	QX1798	UH1
324215	5343112	QX1798	VSL2201
833029	5178198	QX1798	VSL2207
831213	5172805	QX1798	VSL2209
321079	5381991	QX1798	VSL2210
320485	5388909	QX1798	VSL2212
327870	5358605	QX1798	VSL2213
326142	5359217	QX1798	VSL2215
327104	5359625	QX1798	VSL2216
334480	5338844	QX1798	VSL2217
320621	5375020	QX1798	VSL2219
314697	5344836	QX1798	VT847
386880	5287631	QX1798	VX34
320126	5388860	QX1798	XZ1204
318712	5359602	QX1798	XZ1205
318388	5366266	QX1798	XZ1206
314791	5350065	QX1798	XZ1207
318738	5389462	QX1798	XZ1210
318833	5397842	QX1798	XZ1212
318180	5388222	QX1798	XZ1213
318574	5394627	QX1798	XZ1731
319546	5400603	QX1798	XZ1732
330936	5346483	QX1798	ZZY0992
315796	5367153	QX1798	ZZY1034
319144	5400521	QX1798	ZZY1075
329099	5324971	QX1798	ZZY1123
319186	5399324	QX1798	ZZY1130
317760	5400180	QX1798	ZZY405
55661	5499585	QX1800	QX1801
69894	5486280	QX1800	QX1802
72683	5480020	QX1800	QX1803
51407	5451977	QX1800	QX1804
439630	5342301	QX1800	SOW18
437956	5338009	QX1800	SOW21
439252	5335649	QX1800	SOW22
81168	5500698	QX1800	TT3408
82963	5500322	QX1800	TT3411
404040	5357822	QX1800	TWN1772
394553	5343966	QX1800	TWN1824
386478	5273299	QX1800	TWN1899
404141	5358930	QX1800	TWN1907
400548	5332032	QX1800	TWN2919
399045	5285349	QX1800	TWN3077
404434	5358342	QX1800	UH1
116734	5436340	QX1800	VSL2201
869818	5242720	QX1800	VSL2207
868603	5237165	QX1800	VSL2209
87500	5479659	QX1800	VSL2210
85214	5489730	QX1800	VSL2212
149887	5445821	QX1800	VSL2213
127795	5450735	QX1800	VSL2215
141081	5449175	QX1800	VSL2216
187004	5422857	QX1800	VSL2217
93577	5470523	QX1800	VSL2219
73539	5445531	QX1800	VT847
425582	5351909	QX1800	VX34
104421	5486292	QX1800	XZ1204
127482	5450229	QX1800	XZ1205
126366	5458453	QX1800	XZ1206
82726	5449334	QX1800	XZ1207
87592	5490484	QX1800	XZ1210
83149	5497262	QX1800	XZ1212
77560	5492501	QX1800	XZ1213
79931	5498021	QX1800	XZ1731
90088	5498093	QX1800	XZ1732
181844	5430579	QX1800	ZZY0992
78339	5467360	QX1800	ZZY1034
84794	5498102	QX1800	ZZY1075
178864	5408307	QX1800	ZZY1123
83765	5498522	QX1800	ZZY1130
77944	5499896	QX1800	ZZY405
74781	5584380	QX1801	QX1802
88155	5573924	QX1801	QX1803
53977	5544137	QX1801	QX1804
446333	5435267	QX1801	SOW18
444905	5432067	QX1801	SOW21
445815	5429921	QX1801	SOW22
81246	5603812	QX1801	TT3408
85569	5600357	QX1801	TT3411
412412	5452883	QX1801	TWN1772
401107	5437185	QX1801	TWN1824
392627	5362982	QX1801	TWN1899
410991	5453748	QX1801	TWN1907
407650	5425357	QX1801	TWN2919
406465	5374876	QX1801	TWN3077
412678	5454700	QX1801	UH1
127390	5530876	QX1801	VSL2201
881990	5336317	QX1801	VSL2207
882061	5331214	QX1801	VSL2209
101499	5576199	QX1801	VSL2210
97811	5587190	QX1801	VSL2212
149663	5544086	QX1801	VSL2213
139391	5546711	QX1801	VSL2215
141984	5546610	QX1801	VSL2216
195344	5520395	QX1801	VSL2217
104756	5566201	QX1801	VSL2219
72438	5543515	QX1801	VT847
431629	5446892	QX1801	VX34
109388	5586319	QX1801	XZ1204
129325	5547775	QX1801	XZ1205
126850	5557143	QX1801	XZ1206
90060	5544276	QX1801	XZ1207
95939	5587411	QX1801	XZ1210
87029	5597256	QX1801	XZ1212
88741	5588836	QX1801	XZ1213
88995	5597464	QX1801	XZ1731
87704	5599925	QX1801	XZ1732
188321	5530771	QX1801	ZZY0992
84478	5561869	QX1801	ZZY1034
85330	5602664	QX1801	ZZY1075
184365	5507239	QX1801	ZZY1123
85320	5601338	QX1801	ZZY1130
82056	5603949	QX1801	ZZY405
72196	5571056	QX1802	QX1803
73696	5525555	QX1802	QX1804
444363	5431080	QX1802	SOW18
442736	5426903	QX1802	SOW21
444083	5424481	QX1802	SOW22
71052	5595985	QX1802	TT3408
68216	5596415	QX1802	TT3411
412103	5446257	QX1802	TWN1772
400167	5428128	QX1802	TWN1824
392251	5354535	QX1802	TWN1899
411057	5448147	QX1802	TWN1907
409166	5416442	QX1802	TWN2919
405786	5367637	QX1802	TWN3077
412430	5445090	QX1802	UH1
111015	5525598	QX1802	VSL2201
880753	5326616	QX1802	VSL2207
880566	5320974	QX1802	VSL2209
84283	5571258	QX1802	VSL2210
78539	5581094	QX1802	VSL2212
149109	5535606	QX1802	VSL2213
124744	5541238	QX1802	VSL2215
142051	5538724	QX1802	VSL2216
190506	5511564	QX1802	VSL2217
84329	5563008	QX1802	VSL2219
66710	5538023	QX1802	VT847
429742	5438271	QX1802	VX34
93652	5577935	QX1802	XZ1204
125318	5540450	QX1802	XZ1205
123112	5549493	QX1802	XZ1206
76244	5541241	QX1802	XZ1207
66588	5586532	QX1802	XZ1210
67667	5593602	QX1802	XZ1212
67395	5584380	QX1802	XZ1213
65011	5592078	QX1802	XZ1731
71730	5595839	QX1802	XZ1732
181685	5520472	QX1802	ZZY0992
65362	5560456	QX1802	ZZY1034
63773	5599481	QX1802	ZZY1075
179367	5495868	QX1802	ZZY1123
66190	5597331	QX1802	ZZY1130
61748	5600844	QX1802	ZZY405
64489	5524657	QX1803	QX1804
446024	5426014	QX1803	SOW18
444692	5421909	QX1803	SOW21
446024	5419388	QX1803	SOW22
72758	5593349	QX1803	TT3408
74615	5590332	QX1803	TT3411
412623	5442604	QX1803	TWN1772
402001	5421593	QX1803	TWN1824
393623	5349076	QX1803	TWN1899
412149	5441884	QX1803	TWN1907
410446	5410529	QX1803	TWN2919
406059	5365898	QX1803	TWN3077
412181	5441077	QX1803	UH1
124357	5516846	QX1803	VSL2201
881625	5322805	QX1803	VSL2207
880532	5316888	QX1803	VSL2209
87098	5565663	QX1803	VSL2210
82281	5575258	QX1803	VSL2212
154542	5528640	QX1803	VSL2213
136960	5532664	QX1803	VSL2215
146096	5531779	QX1803	VSL2216
194017	5504446	QX1803	VSL2217
88799	5558374	QX1803	VSL2219
71250	5532866	QX1803	VT847
432124	5432406	QX1803	VX34
104305	5574169	QX1803	XZ1204
130354	5534974	QX1803	XZ1205
127938	5544430	QX1803	XZ1206
74874	5535509	QX1803	XZ1207
83131	5579688	QX1803	XZ1210
72445	5587687	QX1803	XZ1212
77951	5578214	QX1803	XZ1213
81067	5583132	QX1803	XZ1731
81563	5585641	QX1803	XZ1732
186001	5513550	QX1803	ZZY0992
56673	5559070	QX1803	ZZY1034
73200	5589016	QX1803	ZZY1075
178979	5492569	QX1803	ZZY1123
68207	5590107	QX1803	ZZY1130
75483	5587460	QX1803	ZZY405
443534	5380330	QX1804	SOW18
441904	5376206	QX1804	SOW21
443231	5373906	QX1804	SOW22
79374	5543411	QX1804	TT3408
82013	5541621	QX1804	TT3411
406792	5396640	QX1804	TWN1772
397031	5382368	QX1804	TWN1824
388703	5308904	QX1804	TWN1899
406706	5397164	QX1804	TWN1907
403575	5370194	QX1804	TWN2919
401391	5323960	QX1804	TWN3077
406968	5396829	QX1804	UH1
124900	5472890	QX1804	VSL2201
876105	5280147	QX1804	VSL2207
875504	5275045	QX1804	VSL2209
88974	5521188	QX1804	VSL2210
81989	5532603	QX1804	VSL2212
153276	5483466	QX1804	VSL2213
135824	5487829	QX1804	VSL2215
144115	5488314	QX1804	VSL2216
188360	5464393	QX1804	VSL2217
94971	5510256	QX1804	VSL2219
82367	5483074	QX1804	VT847
429198	5390062	QX1804	VX34
106342	5524749	QX1804	XZ1204
128230	5490229	QX1804	XZ1205
126141	5498498	QX1804	XZ1206
79692	5489601	QX1804	XZ1207
88677	5531410	QX1804	XZ1210
75185	5538476	QX1804	XZ1212
73448	5533854	QX1804	XZ1213
80562	5540814	QX1804	XZ1731
85266	5539352	QX1804	XZ1732
182741	5472415	QX1804	ZZY0992
80135	5503875	QX1804	ZZY1034
80118	5539674	QX1804	ZZY1075
180668	5448912	QX1804	ZZY1123
80965	5539525	QX1804	ZZY1130
78781	5541354	QX1804	ZZY405
35867	5442873	SOW18	SOW21
28829	5442270	SOW18	SOW22
446778	5449980	SOW18	TT3408
447314	5448512	SOW18	TT3411
453155	5358844	SOW18	TWN1772
425947	5349620	SOW18	TWN1824
419822	5271610	SOW18	TWN1899
452370	5356277	SOW18	TWN1907
449736	5328970	SOW18	TWN2919
448039	5285506	SOW18	TWN3077
452460	5356901	SOW18	UH1
447384	5392741	SOW18	VSL2201
852947	5243194	SOW18	VSL2207
852859	5238371	SOW18	VSL2209
447368	5432000	SOW18	VSL2210
447243	5437030	SOW18	VSL2212
447541	5412909	SOW18	VSL2213
447158	5412066	SOW18	VSL2215
448536	5409731	SOW18	VSL2216
449736	5393483	SOW18	VSL2217
447282	5426304	SOW18	VSL2219
442507	5392075	SOW18	VT847
371117	5366903	SOW18	VX34
446971	5438207	SOW18	XZ1204
441681	5410684	SOW18	XZ1205
441942	5416816	SOW18	XZ1206
443654	5398335	SOW18	XZ1207
446706	5439489	SOW18	XZ1210
448870	5446202	SOW18	XZ1212
447058	5436732	SOW18	XZ1213
446856	5443593	SOW18	XZ1731
447976	5448292	SOW18	XZ1732
446498	5397161	SOW18	ZZY0992
444829	5412430	SOW18	ZZY1034
446093	5448766	SOW18	ZZY1075
444089	5374044	SOW18	ZZY1123
446633	5448935	SOW18	ZZY1130
446809	5448336	SOW18	ZZY405
24937	5446337	SOW21	SOW22
444867	5446082	SOW21	TT3408
445674	5444862	SOW21	TT3411
453091	5356597	SOW21	TWN1772
427376	5343847	SOW21	TWN1824
420380	5266955	SOW21	TWN1899
452063	5353586	SOW21	TWN1907
450598	5324186	SOW21	TWN2919
448999	5279204	SOW21	TWN3077
453427	5354538	SOW21	UH1
445486	5388080	SOW21	VSL2201
853085	5236813	SOW21	VSL2207
853220	5232996	SOW21	VSL2209
445629	5427940	SOW21	VSL2210
445646	5432434	SOW21	VSL2212
446412	5408304	SOW21	VSL2213
445481	5407340	SOW21	VSL2215
446913	5405200	SOW21	VSL2216
448654	5386781	SOW21	VSL2217
445584	5421736	SOW21	VSL2219
440672	5387310	SOW21	VT847
371460	5361662	SOW21	VX34
446147	5434281	SOW21	XZ1204
440570	5407130	SOW21	XZ1205
440904	5413452	SOW21	XZ1206
441769	5393470	SOW21	XZ1207
445148	5435765	SOW21	XZ1210
447519	5442942	SOW21	XZ1212
445651	5433485	SOW21	XZ1213
445473	5440163	SOW21	XZ1731
446617	5445330	SOW21	XZ1732
444512	5396192	SOW21	ZZY0992
443376	5410532	SOW21	ZZY1034
444760	5447092	SOW21	ZZY1075
442246	5372307	SOW21	ZZY1123
445428	5446850	SOW21	ZZY1130
445267	5445097	SOW21	ZZY405
446263	5443902	SOW22	TT3408
446977	5442424	SOW22	TT3411
454455	5353473	SOW22	TWN1772
428191	5341127	SOW22	TWN1824
421282	5264341	SOW22	TWN1899
453415	5350341	SOW22	TWN1907
451544	5321219	SOW22	TWN2919
448980	5277179	SOW22	TWN3077
454351	5351705	SOW22	UH1
446939	5385260	SOW22	VSL2201
852634	5235227	SOW22	VSL2207
852557	5231058	SOW22	VSL2209
447012	5425559	SOW22	VSL2210
